cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0144530
Astro L1-6 FGFR3 AQP1,164,2.37028
Astro L1-6 FGFR3 PLCG1,537,7.76124
Endo L2-5 NOSTRIN SRGN,12,0.173435
Exc L2 LINC00507 GLRA3,170,2.45700
Exc L2-3 RORB RTKN2,3,0.0433589
Exc L3-5 FEZF2 ASGR2,5,0.0722648
Exc L5 FEZF2 PKD2L1,57,0.823818
Exc L5-6 FEZF2 LPO,241,3.48316
Exc L6 FEZF2 FFAR4,458,6.61945
Inh L1 LAMP5 NMBR,1,0.0144530
Inh L1 LAMP5 RAB11FIP1,1,0.0144530
Inh L1 PAX6 CHRFAM7A,5,0.0722648
Inh L1-2 VIP EXPH5,621,8.97529
Inh L1-2 VIP HTR3A,6,0.0867177
Inh L1-2 VIP WNT4,167,2.41364
Inh L1-3 VIP FNDC1,25,0.361324
Inh L1-5 VIP CD27-AS1,2,0.0289059
Inh L1-6 LAMP5 AARD,1,0.0144530
Inh L1-6 LAMP5 NES,2,0.0289059
Inh L1-6 PVALB COL15A1,62,0.896083
Inh L1-6 SST NPY,795,11.4901
Inh L1-6 VIP SLC7A6OS,69,0.997254
Inh L2 VIP SLC6A16,1,0.0144530
Inh L2-5 VIP SOX11,267,3.85894
Inh L3-5 PVALB ISG20,3,0.0433589
Inh L3-5 SST GGTLC3,6,0.0867177
Inh L3-6 PAX6 LINC01497,14,0.202341
Inh L5 PVALB LRIG3,92,1.32967
Inh L5-6 LAMP5 CRABP1,1,0.0144530
Inh L5-6 PVALB FAM150B,1,0.0144530
Inh L5-6 PVALB KCNIP2,38,0.549212
Inh L5-6 SST C4orf26,21,0.303512
Inh L5-6 SST ISX,54,0.780460
Inh L5-6 SST PIK3CD,46,0.664836
Inh L6 SST TH,17,0.245700
Micro L1-6 TYROBP CD74,497,7.18312
Oligo L2-6 OPALIN FTH1P3,1422,20.5521
Oligo L3-6 OPALIN ENPP6,415,5.99798
Oligo L3-6 OPALIN LRP4-AS1,194,2.80387
OPC L1-6 PDGFRA COL20A1,364,5.26088
VLMC L1-5 PDGFRA COLEC12,61,0.881630
