cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,5,0.0777363
Astro L1-6 FGFR3 PLCG1,169,2.62749
Endo L2-5 NOSTRIN SRGN,7,0.108831
Exc L2 LINC00507 GLRA3,15,0.233209
Exc L3-5 RORB LNX2,137,2.12998
Inh L1 PAX6 CHRFAM7A,52,0.808458
Inh L1 PAX6 MIR101-1,1,0.0155473
Inh L1-2 VIP EXPH5,2115,32.8825
Inh L1-3 SST FAM20A,1,0.0155473
Inh L1-6 LAMP5 AARD,10,0.155473
Inh L1-6 LAMP5 NES,7,0.108831
Inh L1-6 PVALB COL15A1,1674,26.0261
Inh L1-6 SST NPY,266,4.13557
Inh L1-6 VIP SLC7A6OS,4,0.0621891
Inh L2-5 PVALB RPH3AL,1,0.0155473
Inh L3-5 PVALB ISG20,4,0.0621891
Inh L3-5 SST GGTLC3,1,0.0155473
Inh L3-5 VIP IGDCC3,2,0.0310945
Inh L3-6 PAX6 LINC01497,4,0.0621891
Inh L3-6 VIP ZIM2-AS1,44,0.684080
Inh L5 PVALB LRIG3,2,0.0310945
Inh L5-6 PVALB FAM150B,24,0.373134
Inh L5-6 SST ISX,22,0.342040
Inh L5-6 VIP COL4A3,1,0.0155473
Micro L1-6 TYROBP CD74,275,4.27550
Oligo L2-6 OPALIN FTH1P3,914,14.2102
Oligo L3-6 OPALIN ENPP6,294,4.57090
Oligo L3-6 OPALIN LRP4-AS1,81,1.25933
OPC L1-6 PDGFRA COL20A1,235,3.65361
VLMC L1-5 PDGFRA COLEC12,65,1.01057
