cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,1,0.0188857
Astro L1-6 FGFR3 PLCG1,91,1.71860
Endo L2-5 NOSTRIN SRGN,2,0.0377715
Exc L2 LINC00507 GLRA3,1273,24.0415
Exc L2-3 RORB CCDC68,52,0.982059
Exc L2-3 RORB PTPN3,80,1.51086
Exc L2-3 RORB RTKN2,1,0.0188857
Exc L3 LAMP5 CARM1P1,14,0.264400
Exc L3 RORB OTOGL,69,1.30312
Exc L3 THEMIS ENPEP,70,1.32200
Exc L3-5 FEZF2 ASGR2,2,0.0377715
Exc L3-5 RORB LINC01202,421,7.95090
Exc L3-5 RORB LNX2,368,6.94995
Exc L3-5 RORB RPRM,100,1.88857
Exc L3-5 RORB TNNT2,4,0.0755430
Exc L5 FEZF2 CSN1S1,8,0.151086
Exc L5 FEZF2 RNF144A-AS1,3,0.0566572
Exc L5 RORB MED8,67,1.26534
Exc L5 THEMIS FGF10,5,0.0944287
Exc L5 THEMIS SLC22A18,46,0.868744
Exc L5-6 FEZF2 C9orf135-AS1,76,1.43532
Exc L5-6 FEZF2 IFNG-AS1,96,1.81303
Exc L5-6 FEZF2 LPO,1,0.0188857
Exc L5-6 FEZF2 OR1L8,1,0.0188857
Exc L5-6 THEMIS SMYD1,64,1.20869
Exc L5-6 THEMIS TNFAIP6,18,0.339943
Exc L6 FEZF2 FFAR4,8,0.151086
Exc L6 FEZF2 KLK7,60,1.13314
Exc L6 FEZF2 POGK,2,0.0377715
Exc L6 FEZF2 PROKR2,20,0.377715
Exc L6 THEMIS LINC00343,155,2.92729
Exc L6 THEMIS SLN,22,0.415486
Exc L6 THEMIS SNTG2,2,0.0377715
Inh L1 LAMP5 BMP2,18,0.339943
Inh L1 LAMP5 NMBR,33,0.623229
Inh L1 LAMP5 RAB11FIP1,15,0.283286
Inh L1 PAX6 CHRFAM7A,23,0.434372
Inh L1 PAX6 MIR101-1,25,0.472144
Inh L1 PVALB SST ASIC4,35,0.661001
Inh L1 SST DEFB108B,28,0.528801
Inh L1 VIP KLHDC8B,7,0.132200
Inh L1-2 PVALB CDK20,14,0.264400
Inh L1-2 SST CCNJL,24,0.453258
Inh L1-2 SST CLIC6,4,0.0755430
Inh L1-2 SST PRRT4,52,0.982059
Inh L1-2 VIP EXPH5,53,1.00094
Inh L1-2 VIP HTR3A,3,0.0566572
Inh L1-2 VIP SCML4,11,0.207743
Inh L1-3 SST FAM20A,88,1.66195
Inh L1-3 VIP CBLN1,31,0.585458
Inh L1-3 VIP CHRNA2,38,0.717658
Inh L1-3 VIP FNDC1,19,0.358829
Inh L1-3 VIP HSPB6,88,1.66195
Inh L1-5 VIP CD27-AS1,2,0.0377715
Inh L1-5 VIP LINC01013,31,0.585458
Inh L1-5 VIP SMOC1,65,1.22757
Inh L1-6 LAMP5 AARD,81,1.52975
Inh L1-6 LAMP5 CA1,22,0.415486
Inh L1-6 PVALB COL15A1,29,0.547686
Inh L1-6 SST NPY,1,0.0188857
Inh L2 PAX6 FREM2,7,0.132200
Inh L2 PVALB FRZB,5,0.0944287
Inh L2 VIP SLC6A16,40,0.755430
Inh L2-3 SST NMU,23,0.434372
Inh L2-5 PVALB RPH3AL,202,3.81492
Inh L2-5 VIP SOX11,5,0.0944287
Inh L3 PVALB SAMD13,5,0.0944287
Inh L3-5 SST GGTLC3,89,1.68083
Inh L3-5 SST OR5AH1P,9,0.169972
Inh L3-5 VIP HS3ST3A1,2,0.0377715
Inh L3-5 VIP IGDCC3,24,0.453258
Inh L3-5 VIP TAC3,13,0.245515
Inh L3-6 VIP ZIM2-AS1,3,0.0566572
Inh L5 PVALB LRIG3,8,0.151086
Inh L5 SST RPL35AP11,36,0.679887
Inh L5-6 LAMP5 CRABP1,40,0.755430
Inh L5-6 PVALB FAM150B,2,0.0377715
Inh L5-6 PVALB GAPDHP60,7,0.132200
Inh L5-6 PVALB KCNIP2,3,0.0566572
Inh L5-6 PVALB MEPE,20,0.377715
Inh L5-6 PVALB SST CRHR2,6,0.113314
Inh L5-6 PVALB ZFPM2-AS1,9,0.169972
Inh L5-6 SST C4orf26,5,0.0944287
Inh L5-6 SST DNAJC14,4,0.0755430
Inh L5-6 SST FBN2,11,0.207743
Inh L5-6 SST KLHL1,10,0.188857
Inh L5-6 SST PAWR,12,0.226629
Inh L5-6 VIP COL4A3,1,0.0188857
Inh L6 SST TH,11,0.207743
Micro L1-6 TYROBP CD74,123,2.32295
Oligo L2-6 OPALIN FTH1P3,412,7.78093
Oligo L2-6 OPALIN MAP6D1,9,0.169972
Oligo L3-6 OPALIN ENPP6,5,0.0944287
OPC L1-6 PDGFRA COL20A1,82,1.54863
VLMC L1-5 PDGFRA COLEC12,10,0.188857
