cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,17,0.180986
Astro L1-6 FGFR3 AQP1,136,1.44789
Astro L1-6 FGFR3 PLCG1,211,2.24635
Endo L2-5 NOSTRIN SRGN,16,0.170340
Exc L2 LAMP5 KCNG3,30,0.319387
Exc L2 LINC00507 GLRA3,1317,14.0211
Exc L3-5 FEZF2 ASGR2,26,0.276802
Exc L5 FEZF2 CSN1S1,4859,51.7300
Exc L5-6 THEMIS SMYD1,20,0.212925
Inh L1 LAMP5 BMP2,51,0.542958
Inh L1 LAMP5 NMBR,41,0.436495
Inh L1 LAMP5 PVRL2,19,0.202278
Inh L1 LAMP5 RAB11FIP1,55,0.585542
Inh L1 PAX6 CHRFAM7A,58,0.617481
Inh L1 PAX6 MIR101-1,31,0.330033
Inh L1 PVALB SST ASIC4,52,0.553604
Inh L1 SST DEFB108B,47,0.500373
Inh L1 SST P4HA3,6,0.0638774
Inh L1 VIP KLHDC8B,22,0.234217
Inh L1-2 PVALB CDK20,16,0.170340
Inh L1-2 SST CLIC6,59,0.628127
Inh L1-2 VIP EXPH5,29,0.308741
Inh L1-2 VIP HTR3A,5,0.0532311
Inh L1-2 VIP PTGER3,3,0.0319387
Inh L1-2 VIP SCML4,2,0.0212925
Inh L1-2 VIP WNT4,28,0.298094
Inh L1-3 SST FAM20A,181,1.92697
Inh L1-3 VIP CBLN1,19,0.202278
Inh L1-3 VIP CHRNA2,28,0.298094
Inh L1-3 VIP FNDC1,18,0.191632
Inh L1-3 VIP HSPB6,112,1.19238
Inh L1-5 VIP CD27-AS1,9,0.0958160
Inh L1-5 VIP LINC01013,30,0.319387
Inh L1-5 VIP SMOC1,86,0.915575
Inh L1-6 LAMP5 AARD,2,0.0212925
Inh L1-6 LAMP5 CA1,141,1.50112
Inh L1-6 LAMP5 NES,42,0.447141
Inh L1-6 PVALB COL15A1,40,0.425849
Inh L1-6 SST NPY,13,0.138401
Inh L1-6 VIP SLC7A6OS,5,0.0532311
Inh L2 PAX6 FREM2,27,0.287448
Inh L2 VIP SLC6A16,32,0.340679
Inh L2-3 SST NMU,3,0.0319387
Inh L2-5 PVALB RPH3AL,91,0.968807
Inh L2-5 VIP SOX11,34,0.361972
Inh L3-5 SST GGTLC3,22,0.234217
Inh L3-5 SST OR5AH1P,14,0.149047
Inh L3-5 VIP HS3ST3A1,45,0.479080
Inh L3-5 VIP IGDCC3,28,0.298094
Inh L3-5 VIP TAC3,19,0.202278
Inh L3-6 VIP ZIM2-AS1,35,0.372618
Inh L5 SST RPL35AP11,56,0.596189
Inh L5-6 LAMP5 CRABP1,32,0.340679
Inh L5-6 PVALB FAM150B,2,0.0212925
Inh L5-6 PVALB MEPE,7,0.0745236
Inh L5-6 SST C4orf26,4,0.0425849
Inh L5-6 SST KLHL1,6,0.0638774
Inh L5-6 SST PAWR,4,0.0425849
Inh L5-6 VIP COL4A3,9,0.0958160
Micro L1-6 TYROBP CD74,168,1.78857
Oligo L2-6 OPALIN FTH1P3,682,7.26073
Oligo L3-6 OPALIN ENPP6,20,0.212925
Oligo L3-6 OPALIN LRP4-AS1,18,0.191632
OPC L1-6 PDGFRA COL20A1,139,1.47983
VLMC L1-5 PDGFRA COLEC12,14,0.149047
