cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,3,0.0603622
Astro L1-6 FGFR3 AQP1,10,0.201207
Astro L1-6 FGFR3 PLCG1,234,4.70825
Exc L2 LAMP5 KCNG3,20,0.402414
Exc L2 LINC00507 GLRA3,1776,35.7344
Exc L2-3 RORB CCDC68,39,0.784708
Exc L2-3 RORB PTPN3,20,0.402414
Exc L2-3 RORB RTKN2,4,0.0804829
Exc L3 LAMP5 CARM1P1,7,0.140845
Exc L3 RORB OTOGL,65,1.30785
Exc L3 THEMIS ENPEP,20,0.402414
Exc L3-5 RORB LAMA4,1,0.0201207
Exc L3-5 RORB LINC01202,368,7.40443
Exc L3-5 RORB LNX2,279,5.61368
Exc L3-5 RORB RPRM,59,1.18712
Exc L5 FEZF2 CSN1S1,8,0.160966
Exc L5 FEZF2 NREP-AS1,8,0.160966
Exc L5 RORB MED8,47,0.945674
Exc L5 THEMIS SLC22A18,32,0.643863
Exc L5-6 FEZF2 C9orf135-AS1,94,1.89135
Exc L5-6 FEZF2 IFNG-AS1,31,0.623742
Exc L5-6 THEMIS SMYD1,28,0.563380
Exc L5-6 THEMIS TNFAIP6,2,0.0402414
Exc L6 FEZF2 KLK7,14,0.281690
Exc L6 THEMIS LINC00343,62,1.24748
Exc L6 THEMIS SLN,62,1.24748
Exc L6 THEMIS SNTG2,11,0.221328
Inh L1 LAMP5 BMP2,26,0.523139
Inh L1 LAMP5 NMBR,26,0.523139
Inh L1 LAMP5 PVRL2,1,0.0201207
Inh L1 LAMP5 RAB11FIP1,7,0.140845
Inh L1 PAX6 CHRFAM7A,33,0.663984
Inh L1 PAX6 MIR101-1,24,0.482897
Inh L1 PVALB SST ASIC4,22,0.442656
Inh L1 SST DEFB108B,39,0.784708
Inh L1 SST P4HA3,2,0.0402414
Inh L1 VIP KLHDC8B,10,0.201207
Inh L1-2 PVALB CDK20,25,0.503018
Inh L1-2 SST CCNJL,47,0.945674
Inh L1-2 SST CLIC6,2,0.0402414
Inh L1-2 SST PRRT4,23,0.462777
Inh L1-2 VIP EXPH5,39,0.784708
Inh L1-2 VIP HTR3A,4,0.0804829
Inh L1-2 VIP PTGER3,1,0.0201207
Inh L1-2 VIP SCML4,11,0.221328
Inh L1-2 VIP WNT4,3,0.0603622
Inh L1-3 SST FAM20A,150,3.01811
Inh L1-3 VIP CBLN1,36,0.724346
Inh L1-3 VIP CHRNA2,25,0.503018
Inh L1-3 VIP FNDC1,2,0.0402414
Inh L1-3 VIP HSPB6,67,1.34809
Inh L1-5 VIP CD27-AS1,3,0.0603622
Inh L1-5 VIP LINC01013,14,0.281690
Inh L1-5 VIP SMOC1,48,0.965795
Inh L1-6 LAMP5 AARD,50,1.00604
Inh L1-6 LAMP5 CA1,12,0.241449
Inh L1-6 LAMP5 NES,18,0.362173
Inh L1-6 PVALB COL15A1,11,0.221328
Inh L1-6 SST NPY,1,0.0201207
Inh L1-6 VIP SLC7A6OS,2,0.0402414
Inh L2 PAX6 FREM2,3,0.0603622
Inh L2 PVALB FRZB,5,0.100604
Inh L2 VIP SLC6A16,12,0.241449
Inh L2-3 SST NMU,4,0.0804829
Inh L2-5 PVALB HHIPL1,2,0.0402414
Inh L2-5 PVALB RPH3AL,111,2.23340
Inh L2-5 VIP BSPRY,2,0.0402414
Inh L2-5 VIP SOX11,3,0.0603622
Inh L3 PVALB SAMD13,7,0.140845
Inh L3-5 SST GGTLC3,104,2.09256
Inh L3-5 SST OR5AH1P,1,0.0201207
Inh L3-5 VIP HS3ST3A1,7,0.140845
Inh L3-5 VIP IGDCC3,27,0.543260
Inh L3-5 VIP TAC3,5,0.100604
Inh L3-6 PAX6 LINC01497,3,0.0603622
Inh L3-6 VIP ZIM2-AS1,4,0.0804829
Inh L5 SST RPL35AP11,31,0.623742
Inh L5-6 LAMP5 CRABP1,20,0.402414
Inh L5-6 PVALB GAPDHP60,7,0.140845
Inh L5-6 PVALB MEPE,6,0.120724
Inh L5-6 PVALB SST CRHR2,7,0.140845
Inh L5-6 PVALB ZFPM2-AS1,8,0.160966
Inh L5-6 SST KLHL1,1,0.0201207
Inh L5-6 SST PAWR,7,0.140845
Inh L5-6 SST PIK3CD,3,0.0603622
Inh L5-6 VIP COL4A3,2,0.0402414
Inh L6 SST TH,3,0.0603622
Micro L1-6 TYROBP CD74,63,1.26761
Oligo L2-6 OPALIN FTH1P3,249,5.01006
Oligo L2-6 OPALIN MAP6D1,21,0.422535
Oligo L3-6 OPALIN ENPP6,2,0.0402414
Oligo L3-6 OPALIN LRP4-AS1,10,0.201207
OPC L1-6 PDGFRA COL20A1,137,2.75654
VLMC L1-5 PDGFRA COLEC12,5,0.100604
