cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,11,0.117647
Astro L1-6 FGFR3 AQP1,208,2.22460
Astro L1-6 FGFR3 PLCG1,574,6.13904
Endo L2-5 NOSTRIN SRGN,402,4.29947
Exc L2 LINC00507 GLRA3,13,0.139037
Exc L6 FEZF2 PROKR2,2,0.0213904
Inh L1 LAMP5 BMP2,1,0.0106952
Inh L1 LAMP5 PVRL2,4,0.0427807
Inh L1 SST DEFB108B,1,0.0106952
Inh L1-2 VIP EXPH5,215,2.29947
Inh L1-2 VIP HTR3A,1,0.0106952
Inh L1-3 VIP FNDC1,1,0.0106952
Inh L1-5 VIP CD27-AS1,1,0.0106952
Inh L1-6 LAMP5 AARD,2,0.0213904
Inh L1-6 LAMP5 NES,1,0.0106952
Inh L1-6 PVALB COL15A1,43,0.459893
Inh L1-6 SST NPY,273,2.91979
Inh L3-6 PAX6 LINC01497,45,0.481283
Inh L5 PVALB LRIG3,12,0.128342
Inh L5-6 PVALB KCNIP2,8,0.0855615
Micro L1-6 TYROBP CD74,1341,14.3422
Oligo L2-6 OPALIN FTH1P3,3769,40.3102
Oligo L3-6 OPALIN ENPP6,1653,17.6791
Oligo L3-6 OPALIN LRP4-AS1,163,1.74332
OPC L1-6 PDGFRA COL20A1,549,5.87166
VLMC L1-5 PDGFRA COLEC12,57,0.609626
