cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,6,0.0925926
Astro L1-6 FGFR3 PLCG1,653,10.0772
Endo L2-5 NOSTRIN SRGN,29,0.447531
Exc L3 LAMP5 CARM1P1,3898,60.1543
Exc L3-5 RORB LNX2,38,0.586420
Exc L5-6 FEZF2 LPO,95,1.46605
Inh L1-5 VIP SMOC1,558,8.61111
Inh L1-6 SST NPY,1,0.0154321
Inh L3 PVALB SAMD13,91,1.40432
Inh L5-6 PVALB KCNIP2,14,0.216049
Inh L5-6 PVALB ZFPM2-AS1,1,0.0154321
Micro L1-6 TYROBP CD74,155,2.39198
Oligo L2-6 OPALIN FTH1P3,359,5.54012
Oligo L3-6 OPALIN ENPP6,70,1.08025
Oligo L3-6 OPALIN LRP4-AS1,8,0.123457
OPC L1-6 PDGFRA COL20A1,272,4.19753
VLMC L1-5 PDGFRA COLEC12,232,3.58025
