cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,65,1.16217
Exc L2 LINC00507 GLRA3,2367,42.3208
Exc L2-3 RORB PTPN3,266,4.75594
Exc L3 LAMP5 CARM1P1,170,3.03951
Exc L3 RORB OTOGL,147,2.62829
Exc L3 THEMIS ENPEP,39,0.697300
Exc L3-5 RORB LINC01202,285,5.09566
Exc L3-5 RORB LNX2,333,5.95387
Exc L3-5 RORB RPRM,39,0.697300
Exc L5 FEZF2 CSN1S1,6,0.107277
Exc L5 RORB MED8,23,0.411228
Exc L5 THEMIS FGF10,22,0.393349
Exc L5 THEMIS VILL,1,0.0178795
Exc L5-6 FEZF2 C9orf135-AS1,14,0.250313
Exc L5-6 FEZF2 IFNG-AS1,46,0.822457
Exc L5-6 THEMIS SMYD1,32,0.572144
Exc L5-6 THEMIS TNFAIP6,12,0.214554
Exc L6 FEZF2 KLK7,11,0.196674
Exc L6 THEMIS LINC00343,60,1.07277
Exc L6 THEMIS SNTG2,1,0.0178795
Inh L1 LAMP5 BMP2,40,0.715180
Inh L1 LAMP5 NMBR,34,0.607903
Inh L1 LAMP5 PVRL2,3,0.0536385
Inh L1 LAMP5 RAB11FIP1,1,0.0178795
Inh L1 PAX6 CHRFAM7A,27,0.482746
Inh L1 PAX6 MIR101-1,10,0.178795
Inh L1 PVALB SST ASIC4,48,0.858216
Inh L1 SST DEFB108B,26,0.464867
Inh L1 SST P4HA3,2,0.0357590
Inh L1-2 PVALB CDK20,2,0.0357590
Inh L1-2 SST CCNJL,11,0.196674
Inh L1-2 SST PRRT4,63,1.12641
Inh L1-2 VIP EXPH5,50,0.893975
Inh L1-2 VIP SCML4,4,0.0715180
Inh L1-3 SST FAM20A,226,4.04077
Inh L1-3 VIP CBLN1,22,0.393349
Inh L1-3 VIP CHRNA2,34,0.607903
Inh L1-3 VIP FNDC1,19,0.339710
Inh L1-3 VIP HSPB6,106,1.89523
Inh L1-5 VIP LINC01013,13,0.232433
Inh L1-5 VIP SMOC1,103,1.84159
Inh L1-6 LAMP5 CA1,1,0.0178795
Inh L1-6 LAMP5 NES,124,2.21706
Inh L1-6 PVALB COL15A1,23,0.411228
Inh L1-6 SST NPY,2,0.0357590
Inh L2 PAX6 FREM2,5,0.0893975
Inh L2 PVALB FRZB,21,0.375469
Inh L2 VIP SLC6A16,36,0.643662
Inh L2-3 SST NMU,25,0.446987
Inh L2-5 PVALB HHIPL1,2,0.0357590
Inh L2-5 PVALB RPH3AL,136,2.43161
Inh L2-5 VIP SOX11,2,0.0357590
Inh L3 PVALB SAMD13,173,3.09315
Inh L3-5 PVALB ISG20,1,0.0178795
Inh L3-5 SST GGTLC3,111,1.98462
Inh L3-5 SST OR5AH1P,4,0.0715180
Inh L3-5 VIP HS3ST3A1,2,0.0357590
Inh L3-5 VIP IGDCC3,26,0.464867
Inh L3-5 VIP TAC3,30,0.536385
Inh L3-6 PAX6 LINC01497,4,0.0715180
Inh L3-6 VIP ZIM2-AS1,1,0.0178795
Inh L5 SST RPL35AP11,23,0.411228
Inh L5-6 LAMP5 CRABP1,14,0.250313
Inh L5-6 PVALB FAM150B,2,0.0357590
Inh L5-6 PVALB GAPDHP60,2,0.0357590
Inh L5-6 PVALB MEPE,2,0.0357590
Inh L5-6 PVALB ZFPM2-AS1,1,0.0178795
Inh L5-6 SST BEAN1,1,0.0178795
Inh L5-6 SST FBN2,3,0.0536385
Inh L5-6 SST KLHL1,2,0.0357590
Oligo L2-6 OPALIN FTH1P3,7,0.125156
Oligo L2-6 OPALIN MAP6D1,7,0.125156
OPC L1-6 PDGFRA COL20A1,17,0.303951
