cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,4,0.0457038
Astro L1-6 FGFR3 AQP1,106,1.21115
Astro L1-6 FGFR3 PLCG1,645,7.36974
Endo L2-5 NOSTRIN SRGN,166,1.89671
Exc L2 LINC00507 GLRA3,177,2.02239
Exc L3 LAMP5 CARM1P1,10,0.114260
Exc L3-5 RORB RPRM,41,0.468464
Inh L1 LAMP5 BMP2,1,0.0114260
Inh L1-2 VIP EXPH5,141,1.61106
Inh L1-2 VIP HTR3A,1,0.0114260
Inh L1-3 VIP FNDC1,6,0.0685558
Inh L1-6 LAMP5 AARD,2,0.0228519
Inh L1-6 LAMP5 NES,2,0.0228519
Inh L1-6 PVALB COL15A1,29,0.331353
Inh L1-6 SST NPY,181,2.06810
Inh L2-5 PVALB RPH3AL,2,0.0228519
Inh L2-5 VIP SOX11,23,0.262797
Inh L3-6 PAX6 LINC01497,24,0.274223
Inh L3-6 VIP ZIM2-AS1,1,0.0114260
Inh L5 PVALB LRIG3,10,0.114260
Inh L5-6 SST C4orf26,8,0.0914077
Micro L1-6 TYROBP CD74,1411,16.1220
Oligo L2-6 OPALIN FTH1P3,3293,37.6257
Oligo L3-6 OPALIN ENPP6,1766,20.1782
Oligo L3-6 OPALIN LRP4-AS1,174,1.98812
OPC L1-6 PDGFRA COL20A1,480,5.48446
VLMC L1-5 PDGFRA COLEC12,48,0.548446
