cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0196155
Astro L1-6 FGFR3 AQP1,119,2.33425
Astro L1-6 FGFR3 PLCG1,295,5.78658
Exc L2 LAMP5 KCNG3,28,0.549235
Exc L2 LINC00507 GLRA3,574,11.2593
Exc L3 RORB OTOGL,811,15.9082
Exc L3-5 RORB LINC01202,57,1.11809
Exc L3-5 RORB LNX2,277,5.43350
Exc L3-5 RORB RPRM,193,3.78580
Exc L5 FEZF2 PKD2L1,53,1.03962
Exc L5 RORB MED8,5,0.0980777
Exc L5 THEMIS SLC22A18,288,5.64927
Exc L5-6 FEZF2 C9orf135-AS1,13,0.255002
Exc L5-6 FEZF2 OR1L8,1,0.0196155
Exc L5-6 THEMIS SMYD1,33,0.647313
Exc L6 FEZF2 FFAR4,3,0.0588466
Exc L6 FEZF2 PROKR2,2,0.0392311
Exc L6 THEMIS SNTG2,3,0.0588466
Inh L1 LAMP5 BMP2,38,0.745390
Inh L1 LAMP5 NMBR,8,0.156924
Inh L1 LAMP5 PVRL2,17,0.333464
Inh L1 PAX6 CHRFAM7A,47,0.921930
Inh L1 PAX6 MIR101-1,22,0.431542
Inh L1 SST DEFB108B,3,0.0588466
Inh L1 SST P4HA3,17,0.333464
Inh L1 VIP KLHDC8B,6,0.117693
Inh L1-2 PVALB CDK20,18,0.353080
Inh L1-2 SST CCNJL,9,0.176540
Inh L1-2 SST CLIC6,1,0.0196155
Inh L1-2 VIP EXPH5,1,0.0196155
Inh L1-3 SST FAM20A,110,2.15771
Inh L1-3 VIP CHRNA2,9,0.176540
Inh L1-3 VIP FNDC1,6,0.117693
Inh L1-3 VIP HSPB6,112,2.19694
Inh L1-5 VIP LINC01013,16,0.313849
Inh L1-5 VIP SMOC1,72,1.41232
Inh L1-6 LAMP5 AARD,52,1.02001
Inh L1-6 LAMP5 CA1,66,1.29463
Inh L1-6 LAMP5 NES,101,1.98117
Inh L1-6 PVALB COL15A1,76,1.49078
Inh L1-6 SST NPY,17,0.333464
Inh L1-6 VIP SLC7A6OS,21,0.411926
Inh L2 PAX6 FREM2,8,0.156924
Inh L2 VIP SLC6A16,4,0.0784621
Inh L2-5 PVALB RPH3AL,58,1.13770
Inh L2-5 VIP BSPRY,4,0.0784621
Inh L3-5 VIP HS3ST3A1,3,0.0588466
Inh L3-5 VIP IGDCC3,207,4.06042
Inh L3-5 VIP TAC3,14,0.274617
Inh L3-6 VIP ZIM2-AS1,3,0.0588466
Inh L5-6 LAMP5 CRABP1,13,0.255002
Inh L5-6 VIP COL4A3,5,0.0980777
Micro L1-6 TYROBP CD74,101,1.98117
Oligo L2-6 OPALIN FTH1P3,852,16.7124
Oligo L2-6 OPALIN MAP6D1,5,0.0980777
Oligo L3-6 OPALIN ENPP6,42,0.823852
Oligo L3-6 OPALIN LRP4-AS1,20,0.392311
OPC L1-6 PDGFRA COL20A1,98,1.92232
VLMC L1-5 PDGFRA COLEC12,60,1.17693
