cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,17,0.228741
Astro L1-6 FGFR3 AQP1,446,6.00108
Astro L1-6 FGFR3 PLCG1,44,0.592034
Endo L2-5 NOSTRIN SRGN,28,0.376749
Exc L2 LINC00507 GLRA3,3607,48.5334
Exc L5-6 FEZF2 LPO,238,3.20237
Inh L1 LAMP5 BMP2,1,0.0134553
Inh L1 PAX6 CHRFAM7A,1,0.0134553
Inh L1-5 VIP CD27-AS1,3,0.0403660
Inh L1-5 VIP SMOC1,7,0.0941873
Inh L1-6 LAMP5 NES,4,0.0538213
Inh L1-6 SST NPY,553,7.44080
Inh L1-6 VIP SLC7A6OS,227,3.05436
Inh L2-5 VIP SOX11,29,0.390205
Inh L3 PVALB SAMD13,79,1.06297
Inh L3-6 PAX6 LINC01497,27,0.363294
Inh L3-6 VIP ZIM2-AS1,5,0.0672766
Inh L5 PVALB LRIG3,3,0.0403660
Micro L1-6 TYROBP CD74,281,3.78095
Oligo L2-6 OPALIN FTH1P3,628,8.44995
Oligo L3-6 OPALIN ENPP6,888,11.9483
Oligo L3-6 OPALIN LRP4-AS1,32,0.430571
OPC L1-6 PDGFRA COL20A1,141,1.89720
VLMC L1-5 PDGFRA COLEC12,143,1.92411
