cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,2,0.0251699
Astro L1-6 FGFR3 PLCG1,177,2.22754
Endo L2-5 NOSTRIN SRGN,1,0.0125849
Exc L2 LINC00507 ATP7B,11,0.138434
Exc L2 LINC00507 GLRA3,2223,27.9763
Exc L2-3 RORB CCDC68,69,0.868361
Exc L2-3 RORB PTPN3,173,2.17720
Exc L2-3 RORB RTKN2,17,0.213944
Exc L3 LAMP5 CARM1P1,46,0.578908
Exc L3 RORB OTOGL,311,3.91392
Exc L3 THEMIS ENPEP,85,1.06972
Exc L3-5 RORB LINC01202,361,4.54317
Exc L3-5 RORB LNX2,525,6.60710
Exc L3-5 RORB RPRM,157,1.97584
Exc L3-5 RORB TNNT2,27,0.339794
Exc L5 FEZF2 CSN1S1,24,0.302039
Exc L5 FEZF2 NREP-AS1,40,0.503398
Exc L5 FEZF2 PKD2L1,1,0.0125849
Exc L5 FEZF2 RNF144A-AS1,7,0.0880946
Exc L5 RORB MED8,80,1.00680
Exc L5 THEMIS FGF10,15,0.188774
Exc L5 THEMIS SLC22A18,111,1.39693
Exc L5-6 FEZF2 C9orf135-AS1,99,1.24591
Exc L5-6 FEZF2 IFNG-AS1,93,1.17040
Exc L5-6 FEZF2 LPO,3,0.0377548
Exc L5-6 FEZF2 OR1L8,4,0.0503398
Exc L5-6 THEMIS SMYD1,76,0.956456
Exc L5-6 THEMIS TNFAIP6,33,0.415303
Exc L6 FEZF2 FFAR4,6,0.0755097
Exc L6 FEZF2 KLK7,75,0.943871
Exc L6 FEZF2 POGK,14,0.176189
Exc L6 FEZF2 PROKR2,3,0.0377548
Exc L6 THEMIS LINC00343,168,2.11427
Exc L6 THEMIS SLN,15,0.188774
Exc L6 THEMIS SNTG2,20,0.251699
Inh L1 LAMP5 BMP2,20,0.251699
Inh L1 LAMP5 NMBR,46,0.578908
Inh L1 LAMP5 PVRL2,3,0.0377548
Inh L1 LAMP5 RAB11FIP1,36,0.453058
Inh L1 PAX6 CHRFAM7A,30,0.377548
Inh L1 PAX6 MIR101-1,30,0.377548
Inh L1 PVALB SST ASIC4,27,0.339794
Inh L1 SST DEFB108B,47,0.591493
Inh L1 VIP KLHDC8B,16,0.201359
Inh L1-2 PVALB CDK20,10,0.125849
Inh L1-2 SST CCNJL,102,1.28366
Inh L1-2 SST CLIC6,10,0.125849
Inh L1-2 SST PRRT4,99,1.24591
Inh L1-2 VIP EXPH5,77,0.969041
Inh L1-2 VIP HTR3A,1,0.0125849
Inh L1-2 VIP PTGER3,7,0.0880946
Inh L1-2 VIP SCML4,23,0.289454
Inh L1-2 VIP WNT4,2,0.0251699
Inh L1-3 SST FAM20A,196,2.46665
Inh L1-3 VIP CBLN1,62,0.780267
Inh L1-3 VIP CHRNA2,39,0.490813
Inh L1-3 VIP FNDC1,5,0.0629247
Inh L1-3 VIP HSPB6,123,1.54795
Inh L1-5 VIP CD27-AS1,2,0.0251699
Inh L1-5 VIP LINC01013,29,0.364964
Inh L1-5 VIP PHLDB3,3,0.0377548
Inh L1-5 VIP SMOC1,69,0.868361
Inh L1-6 LAMP5 AARD,105,1.32142
Inh L1-6 LAMP5 CA1,35,0.440473
Inh L1-6 LAMP5 NES,22,0.276869
Inh L1-6 PVALB COL15A1,20,0.251699
Inh L1-6 SST NPY,1,0.0125849
Inh L1-6 VIP SLC7A6OS,1,0.0125849
Inh L2 PAX6 FREM2,7,0.0880946
Inh L2 PVALB FRZB,19,0.239114
Inh L2 VIP SLC6A16,35,0.440473
Inh L2-3 SST NMU,45,0.566323
Inh L2-5 PVALB HHIPL1,7,0.0880946
Inh L2-5 PVALB RPH3AL,389,4.89554
Inh L2-5 VIP SOX11,11,0.138434
Inh L3 PVALB SAMD13,33,0.415303
Inh L3-5 SST GGTLC3,187,2.35339
Inh L3-5 SST OR5AH1P,17,0.213944
Inh L3-5 VIP HS3ST3A1,7,0.0880946
Inh L3-5 VIP IGDCC3,45,0.566323
Inh L3-5 VIP TAC3,24,0.302039
Inh L3-6 VIP ZIM2-AS1,5,0.0629247
Inh L5 PVALB LRIG3,3,0.0377548
Inh L5 SST RPL35AP11,72,0.906116
Inh L5-6 LAMP5 CRABP1,18,0.226529
Inh L5-6 PVALB FAM150B,1,0.0125849
Inh L5-6 PVALB GAPDHP60,6,0.0755097
Inh L5-6 PVALB MEPE,13,0.163604
Inh L5-6 PVALB SST CRHR2,12,0.151019
Inh L5-6 PVALB ZFPM2-AS1,15,0.188774
Inh L5-6 SST BEAN1,1,0.0125849
Inh L5-6 SST DNAJC14,1,0.0125849
Inh L5-6 SST FBN2,17,0.213944
Inh L5-6 SST ISX,1,0.0125849
Inh L5-6 SST KLHL1,12,0.151019
Inh L5-6 SST PAWR,12,0.151019
Inh L5-6 SST PIK3CD,2,0.0251699
Inh L6 SST TH,7,0.0880946
Micro L1-6 TYROBP CD74,94,1.18299
Oligo L2-6 OPALIN FTH1P3,233,2.93229
Oligo L2-6 OPALIN MAP6D1,20,0.251699
Oligo L3-6 OPALIN ENPP6,12,0.151019
Oligo L3-6 OPALIN LRP4-AS1,112,1.40951
OPC L1-6 PDGFRA COL20A1,76,0.956456
VLMC L1-5 PDGFRA COLEC12,5,0.0629247
