cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,108,1.44231
Endo L2-5 NOSTRIN SRGN,5,0.0667735
Exc L2 LINC00507 ATP7B,20,0.267094
Exc L2 LINC00507 GLRA3,1871,24.9866
Exc L2-3 LINC00507 DSG3,2,0.0267094
Exc L2-3 RORB CCDC68,138,1.84295
Exc L2-3 RORB PTPN3,118,1.57585
Exc L2-3 RORB RTKN2,71,0.948184
Exc L3 LAMP5 CARM1P1,124,1.65598
Exc L3 RORB OTOGL,155,2.06998
Exc L3 THEMIS ENPEP,110,1.46902
Exc L3-5 RORB LAMA4,31,0.413996
Exc L3-5 RORB LINC01202,595,7.94605
Exc L3-5 RORB LNX2,550,7.34509
Exc L3-5 RORB RPRM,151,2.01656
Exc L3-5 RORB TNNT2,1,0.0133547
Exc L5 FEZF2 CSN1S1,21,0.280449
Exc L5 FEZF2 NREP-AS1,14,0.186966
Exc L5 FEZF2 PKD2L1,8,0.106838
Exc L5 FEZF2 RNF144A-AS1,11,0.146902
Exc L5 RORB MED8,138,1.84295
Exc L5 THEMIS FGF10,26,0.347222
Exc L5 THEMIS SLC22A18,32,0.427350
Exc L5-6 FEZF2 C9orf135-AS1,95,1.26870
Exc L5-6 FEZF2 FILIP1L,3,0.0400641
Exc L5-6 FEZF2 IFNG-AS1,80,1.06838
Exc L5-6 FEZF2 OR1L8,9,0.120192
Exc L5-6 THEMIS SMYD1,81,1.08173
Exc L5-6 THEMIS TNFAIP6,91,1.21528
Exc L6 FEZF2 FFAR4,18,0.240385
Exc L6 FEZF2 KLK7,81,1.08173
Exc L6 FEZF2 PROKR2,1,0.0133547
Exc L6 THEMIS LINC00343,180,2.40385
Exc L6 THEMIS SLN,11,0.146902
Exc L6 THEMIS SNTG2,82,1.09509
Inh L1 LAMP5 BMP2,27,0.360577
Inh L1 LAMP5 NMBR,29,0.387286
Inh L1 LAMP5 PVRL2,6,0.0801282
Inh L1 LAMP5 RAB11FIP1,8,0.106838
Inh L1 PAX6 CHRFAM7A,17,0.227030
Inh L1 PAX6 MIR101-1,17,0.227030
Inh L1 PVALB SST ASIC4,33,0.440705
Inh L1 SST DEFB108B,16,0.213675
Inh L1 SST P4HA3,2,0.0267094
Inh L1 VIP KLHDC8B,6,0.0801282
Inh L1-2 PVALB CDK20,12,0.160256
Inh L1-2 SST CCNJL,81,1.08173
Inh L1-2 SST CLIC6,4,0.0534188
Inh L1-2 SST PRRT4,109,1.45566
Inh L1-2 VIP EXPH5,80,1.06838
Inh L1-2 VIP HTR3A,3,0.0400641
Inh L1-2 VIP SCML4,9,0.120192
Inh L1-3 SST FAM20A,129,1.72276
Inh L1-3 VIP CBLN1,34,0.454060
Inh L1-3 VIP CHRNA2,37,0.494124
Inh L1-3 VIP FNDC1,19,0.253739
Inh L1-3 VIP HSPB6,58,0.774573
Inh L1-5 VIP CD27-AS1,6,0.0801282
Inh L1-5 VIP LINC01013,14,0.186966
Inh L1-5 VIP SMOC1,62,0.827991
Inh L1-6 LAMP5 AARD,98,1.30876
Inh L1-6 LAMP5 CA1,17,0.227030
Inh L1-6 LAMP5 NES,15,0.200321
Inh L1-6 PVALB COL15A1,44,0.587607
Inh L1-6 SST NPY,3,0.0400641
Inh L2 PAX6 FREM2,5,0.0667735
Inh L2 PVALB FRZB,12,0.160256
Inh L2 VIP SLC6A16,13,0.173611
Inh L2-3 SST NMU,33,0.440705
Inh L2-5 PVALB HHIPL1,13,0.173611
Inh L2-5 PVALB RPH3AL,271,3.61912
Inh L2-5 VIP BSPRY,1,0.0133547
Inh L2-5 VIP SOX11,10,0.133547
Inh L3 PVALB SAMD13,52,0.694444
Inh L3-5 PVALB ISG20,12,0.160256
Inh L3-5 SST GGTLC3,169,2.25694
Inh L3-5 SST OR5AH1P,18,0.240385
Inh L3-5 VIP HS3ST3A1,18,0.240385
Inh L3-5 VIP IGDCC3,45,0.600962
Inh L3-5 VIP TAC3,36,0.480769
Inh L3-6 VIP ZIM2-AS1,4,0.0534188
Inh L5 PVALB LRIG3,11,0.146902
Inh L5 SST RPL35AP11,53,0.707799
Inh L5-6 LAMP5 CRABP1,43,0.574252
Inh L5-6 PVALB FAM150B,12,0.160256
Inh L5-6 PVALB GAPDHP60,3,0.0400641
Inh L5-6 PVALB KCNIP2,7,0.0934829
Inh L5-6 PVALB MEPE,3,0.0400641
Inh L5-6 PVALB SST CRHR2,8,0.106838
Inh L5-6 PVALB ZFPM2-AS1,14,0.186966
Inh L5-6 SST BEAN1,2,0.0267094
Inh L5-6 SST C4orf26,9,0.120192
Inh L5-6 SST FBN2,11,0.146902
Inh L5-6 SST ISX,5,0.0667735
Inh L5-6 SST KLHL1,16,0.213675
Inh L5-6 SST PAWR,27,0.360577
Inh L5-6 SST PIK3CD,2,0.0267094
Inh L6 SST TH,5,0.0667735
Micro L1-6 TYROBP CD74,145,1.93643
Oligo L2-6 OPALIN FTH1P3,285,3.80609
Oligo L2-6 OPALIN MAP6D1,19,0.253739
Oligo L3-6 OPALIN ENPP6,28,0.373932
Oligo L3-6 OPALIN LRP4-AS1,1,0.0133547
OPC L1-6 PDGFRA COL20A1,38,0.507479
VLMC L1-5 PDGFRA COLEC12,2,0.0267094
