cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,3,0.0424268
Astro L1-6 FGFR3 PLCG1,416,5.88318
Endo L2-5 NOSTRIN SRGN,20,0.282845
Exc L2 LAMP5 KCNG3,63,0.890963
Exc L2 LINC00507 GLRA3,2205,31.1837
Exc L5 FEZF2 PKD2L1,23,0.325272
Exc L5 THEMIS LINC01116,1,0.0141423
Exc L5-6 FEZF2 C9orf135-AS1,415,5.86904
Exc L5-6 FEZF2 LPO,241,3.40829
Exc L5-6 THEMIS SMYD1,14,0.197992
Exc L6 FEZF2 FFAR4,953,13.4776
Exc L6 THEMIS SNTG2,5,0.0707114
Inh L1 LAMP5 BMP2,17,0.240419
Inh L1 LAMP5 PVRL2,3,0.0424268
Inh L1 LAMP5 RAB11FIP1,6,0.0848536
Inh L1 PAX6 CHRFAM7A,7,0.0989959
Inh L1 PAX6 MIR101-1,3,0.0424268
Inh L1 SST DEFB108B,3,0.0424268
Inh L1 SST P4HA3,11,0.155565
Inh L1-2 PVALB CDK20,5,0.0707114
Inh L1-2 SST CCNJL,3,0.0424268
Inh L1-2 SST CLIC6,44,0.622260
Inh L1-2 VIP EXPH5,9,0.127280
Inh L1-3 VIP CBLN1,2,0.0282845
Inh L1-3 VIP HSPB6,3,0.0424268
Inh L1-5 VIP CD27-AS1,1,0.0141423
Inh L1-5 VIP SMOC1,177,2.50318
Inh L1-6 LAMP5 CA1,24,0.339415
Inh L1-6 LAMP5 NES,12,0.169707
Inh L1-6 PVALB COL15A1,2,0.0282845
Inh L1-6 SST NPY,163,2.30519
Inh L2 PVALB FRZB,2,0.0282845
Inh L2-5 VIP SOX11,6,0.0848536
Inh L3-5 VIP IGDCC3,6,0.0848536
Inh L3-6 PAX6 LINC01497,526,7.43883
Inh L5-6 LAMP5 CRABP1,1,0.0141423
Inh L5-6 SST ISX,64,0.905105
Micro L1-6 TYROBP CD74,208,2.94159
Oligo L2-6 OPALIN FTH1P3,927,13.1099
Oligo L3-6 OPALIN ENPP6,160,2.26276
Oligo L3-6 OPALIN LRP4-AS1,45,0.636402
OPC L1-6 PDGFRA COL20A1,226,3.19615
VLMC L1-5 PDGFRA COLEC12,46,0.650544
