cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0136612
Astro L1-6 FGFR3 AQP1,13,0.177596
Astro L1-6 FGFR3 PLCG1,163,2.22678
Endo L2-5 NOSTRIN SRGN,1,0.0136612
Exc L2 LAMP5 KCNG3,1,0.0136612
Exc L2 LINC00507 GLRA3,2287,31.2432
Exc L2-3 RORB CCDC68,41,0.560109
Exc L2-3 RORB PTPN3,94,1.28415
Exc L2-3 RORB RTKN2,14,0.191257
Exc L3 RORB OTOGL,178,2.43169
Exc L3 THEMIS ENPEP,9,0.122951
Exc L3-5 FEZF2 ASGR2,47,0.642077
Exc L3-5 RORB LINC01202,324,4.42623
Exc L3-5 RORB LNX2,416,5.68306
Exc L3-5 RORB RPRM,293,4.00273
Exc L3-5 RORB TNNT2,52,0.710383
Exc L5 FEZF2 NREP-AS1,18,0.245902
Exc L5 FEZF2 RNF144A-AS1,48,0.655738
Exc L5 RORB MED8,167,2.28142
Exc L5 THEMIS SLC22A18,169,2.30874
Exc L5-6 FEZF2 C9orf135-AS1,130,1.77596
Exc L5-6 FEZF2 FILIP1L,1,0.0136612
Exc L5-6 FEZF2 IFNG-AS1,63,0.860656
Exc L5-6 FEZF2 OR1L8,5,0.0683060
Exc L5-6 THEMIS SMYD1,70,0.956284
Exc L5-6 THEMIS TNFAIP6,35,0.478142
Exc L6 FEZF2 FFAR4,18,0.245902
Exc L6 FEZF2 KLK7,124,1.69399
Exc L6 FEZF2 PROKR2,12,0.163934
Exc L6 THEMIS LINC00343,253,3.45628
Exc L6 THEMIS SLN,48,0.655738
Exc L6 THEMIS SNTG2,29,0.396175
Inh L1 LAMP5 BMP2,9,0.122951
Inh L1 LAMP5 NMBR,27,0.368852
Inh L1 LAMP5 PVRL2,4,0.0546448
Inh L1 LAMP5 RAB11FIP1,9,0.122951
Inh L1 PAX6 CHRFAM7A,43,0.587432
Inh L1 PAX6 MIR101-1,18,0.245902
Inh L1 PVALB SST ASIC4,18,0.245902
Inh L1 SST DEFB108B,45,0.614754
Inh L1 SST P4HA3,8,0.109290
Inh L1 VIP KLHDC8B,1,0.0136612
Inh L1-2 PVALB CDK20,11,0.150273
Inh L1-2 SST CCNJL,76,1.03825
Inh L1-2 SST CLIC6,14,0.191257
Inh L1-2 SST PRRT4,43,0.587432
Inh L1-2 VIP EXPH5,56,0.765027
Inh L1-2 VIP HTR3A,1,0.0136612
Inh L1-2 VIP PTGER3,5,0.0683060
Inh L1-2 VIP SCML4,12,0.163934
Inh L1-3 SST FAM20A,199,2.71858
Inh L1-3 VIP CBLN1,28,0.382514
Inh L1-3 VIP CHRNA2,29,0.396175
Inh L1-3 VIP FNDC1,6,0.0819672
Inh L1-3 VIP HSPB6,74,1.01093
Inh L1-5 VIP CD27-AS1,14,0.191257
Inh L1-5 VIP LINC01013,24,0.327869
Inh L1-5 VIP PHLDB3,1,0.0136612
Inh L1-5 VIP SMOC1,68,0.928962
Inh L1-6 LAMP5 AARD,40,0.546448
Inh L1-6 LAMP5 CA1,52,0.710383
Inh L1-6 LAMP5 NES,32,0.437158
Inh L1-6 PVALB COL15A1,12,0.163934
Inh L1-6 SST NPY,8,0.109290
Inh L1-6 VIP SLC7A6OS,12,0.163934
Inh L2 PAX6 FREM2,10,0.136612
Inh L2 PVALB FRZB,17,0.232240
Inh L2 VIP SLC6A16,9,0.122951
Inh L2-3 SST NMU,31,0.423497
Inh L2-5 PVALB RPH3AL,339,4.63115
Inh L2-5 VIP BSPRY,1,0.0136612
Inh L2-5 VIP SOX11,9,0.122951
Inh L3 PVALB SAMD13,11,0.150273
Inh L3-5 SST GGTLC3,137,1.87158
Inh L3-5 VIP IGDCC3,21,0.286885
Inh L3-5 VIP TAC3,7,0.0956284
Inh L3-6 PAX6 LINC01497,2,0.0273224
Inh L3-6 VIP UG0898H09,3,0.0409836
Inh L3-6 VIP ZIM2-AS1,5,0.0683060
Inh L5 PVALB LRIG3,1,0.0136612
Inh L5 SST RPL35AP11,87,1.18852
Inh L5-6 LAMP5 CRABP1,54,0.737705
Inh L5-6 PVALB FAM150B,3,0.0409836
Inh L5-6 PVALB GAPDHP60,9,0.122951
Inh L5-6 PVALB MEPE,22,0.300546
Inh L5-6 PVALB SST CRHR2,12,0.163934
Inh L5-6 PVALB ZFPM2-AS1,23,0.314208
Inh L5-6 SST BEAN1,3,0.0409836
Inh L5-6 SST C4orf26,7,0.0956284
Inh L5-6 SST DNAJC14,2,0.0273224
Inh L5-6 SST KLHL1,21,0.286885
Inh L5-6 SST PAWR,20,0.273224
Inh L5-6 SST PIK3CD,1,0.0136612
Inh L6 SST TH,11,0.150273
Micro L1-6 TYROBP CD74,27,0.368852
Oligo L2-6 OPALIN FTH1P3,162,2.21311
Oligo L2-6 OPALIN MAP6D1,12,0.163934
Oligo L3-6 OPALIN ENPP6,1,0.0136612
Oligo L3-6 OPALIN LRP4-AS1,2,0.0273224
OPC L1-6 PDGFRA COL20A1,102,1.39344
VLMC L1-5 PDGFRA COLEC12,13,0.177596
