cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,11,0.172820
Astro L1-6 FGFR3 PLCG1,113,1.77533
Endo L2-5 NOSTRIN SRGN,6,0.0942655
Exc L2 LAMP5 KCNG3,20,0.314218
Exc L2 LINC00507 GLRA3,1837,28.8610
Exc L2-3 RORB CCDC68,9,0.141398
Exc L2-3 RORB PTPN3,63,0.989788
Exc L2-3 RORB RTKN2,5,0.0785546
Exc L3 RORB OTOGL,151,2.37235
Exc L3-5 FEZF2 ASGR2,57,0.895522
Exc L3-5 RORB LINC01202,89,1.39827
Exc L3-5 RORB LNX2,293,4.60330
Exc L3-5 RORB RPRM,198,3.11076
Exc L5 FEZF2 CSN1S1,46,0.722702
Exc L5 FEZF2 NREP-AS1,86,1.35114
Exc L5 FEZF2 PKD2L1,8,0.125687
Exc L5 FEZF2 RNF144A-AS1,32,0.502749
Exc L5 RORB MED8,149,2.34093
Exc L5 THEMIS SLC22A18,264,4.14768
Exc L5-6 FEZF2 C9orf135-AS1,116,1.82247
Exc L5-6 FEZF2 FILIP1L,4,0.0628437
Exc L5-6 FEZF2 IFNG-AS1,99,1.55538
Exc L5-6 FEZF2 LPO,3,0.0471328
Exc L5-6 FEZF2 OR1L8,5,0.0785546
Exc L5-6 THEMIS SMYD1,66,1.03692
Exc L5-6 THEMIS TNFAIP6,15,0.235664
Exc L6 FEZF2 FFAR4,40,0.628437
Exc L6 FEZF2 KLK7,124,1.94815
Exc L6 FEZF2 PROKR2,30,0.471328
Exc L6 THEMIS LINC00343,139,2.18382
Exc L6 THEMIS SLN,80,1.25687
Exc L6 THEMIS SNTG2,75,1.17832
Inh L1 LAMP5 BMP2,20,0.314218
Inh L1 LAMP5 NMBR,36,0.565593
Inh L1 LAMP5 PVRL2,12,0.188531
Inh L1 LAMP5 RAB11FIP1,4,0.0628437
Inh L1 PAX6 CHRFAM7A,57,0.895522
Inh L1 PAX6 MIR101-1,24,0.377062
Inh L1 PVALB SST ASIC4,19,0.298507
Inh L1 SST DEFB108B,28,0.439906
Inh L1 SST P4HA3,13,0.204242
Inh L1 VIP KLHDC8B,9,0.141398
Inh L1-2 PVALB CDK20,5,0.0785546
Inh L1-2 SST CCNJL,54,0.848390
Inh L1-2 SST CLIC6,3,0.0471328
Inh L1-2 SST PRRT4,15,0.235664
Inh L1-2 VIP EXPH5,12,0.188531
Inh L1-2 VIP SCML4,12,0.188531
Inh L1-3 SST FAM20A,244,3.83346
Inh L1-3 VIP CBLN1,19,0.298507
Inh L1-3 VIP CHRNA2,6,0.0942655
Inh L1-3 VIP HSPB6,54,0.848390
Inh L1-5 VIP CD27-AS1,6,0.0942655
Inh L1-5 VIP LINC01013,23,0.361351
Inh L1-5 VIP PHLDB3,1,0.0157109
Inh L1-5 VIP SMOC1,73,1.14690
Inh L1-6 LAMP5 AARD,17,0.267086
Inh L1-6 LAMP5 CA1,80,1.25687
Inh L1-6 LAMP5 NES,44,0.691280
Inh L1-6 PVALB COL15A1,26,0.408484
Inh L1-6 SST NPY,7,0.109976
Inh L1-6 VIP SLC7A6OS,16,0.251375
Inh L2 PAX6 FREM2,4,0.0628437
Inh L2 PVALB FRZB,22,0.345640
Inh L2 VIP SLC6A16,12,0.188531
Inh L2-3 SST NMU,9,0.141398
Inh L2-5 PVALB RPH3AL,318,4.99607
Inh L2-5 VIP BSPRY,4,0.0628437
Inh L2-5 VIP SOX11,7,0.109976
Inh L3 PVALB SAMD13,5,0.0785546
Inh L3-5 SST CDH3,5,0.0785546
Inh L3-5 SST GGTLC3,111,1.74391
Inh L3-5 SST OR5AH1P,2,0.0314218
Inh L3-5 VIP IGDCC3,24,0.377062
Inh L3-5 VIP TAC3,5,0.0785546
Inh L3-6 PAX6 LINC01497,6,0.0942655
Inh L3-6 VIP ZIM2-AS1,3,0.0471328
Inh L5 PVALB LRIG3,13,0.204242
Inh L5 SST RPL35AP11,94,1.47683
Inh L5-6 LAMP5 CRABP1,52,0.816968
Inh L5-6 PVALB GAPDHP60,22,0.345640
Inh L5-6 PVALB MEPE,41,0.644148
Inh L5-6 PVALB SST CRHR2,5,0.0785546
Inh L5-6 PVALB ZFPM2-AS1,34,0.534171
Inh L5-6 SST C4orf26,6,0.0942655
Inh L5-6 SST DNAJC14,3,0.0471328
Inh L5-6 SST ISX,9,0.141398
Inh L5-6 SST KLHL1,22,0.345640
Inh L5-6 SST PAWR,19,0.298507
Inh L5-6 SST PIK3CD,9,0.141398
Inh L5-6 VIP COL4A3,1,0.0157109
Inh L6 SST TH,9,0.141398
Micro L1-6 TYROBP CD74,58,0.911233
Oligo L2-6 OPALIN FTH1P3,121,1.90102
OPC L1-6 PDGFRA COL20A1,138,2.16811
