cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,8,0.137907
Astro L1-6 FGFR3 AQP1,552,9.51560
Astro L1-6 FGFR3 PLCG1,27,0.465437
Endo L2-5 NOSTRIN SRGN,26,0.448199
Exc L2 LINC00507 GLRA3,503,8.67092
Exc L2-3 RORB RTKN2,23,0.396483
Exc L3 RORB OTOGL,388,6.68850
Exc L3-5 RORB LAMA4,1,0.0172384
Exc L5 FEZF2 CSN1S1,137,2.36166
Exc L5 FEZF2 PKD2L1,4,0.0689536
Exc L5-6 FEZF2 LPO,104,1.79279
Exc L5-6 FEZF2 OR1L8,1,0.0172384
Exc L6 FEZF2 FFAR4,109,1.87899
Exc L6 FEZF2 PDYN,13,0.224099
Inh L1 LAMP5 NMBR,1,0.0172384
Inh L1 PAX6 MIR101-1,49,0.844682
Inh L1 PVALB SST ASIC4,1,0.0172384
Inh L1 SST DEFB108B,2,0.0344768
Inh L1-2 SST CCNJL,175,3.01672
Inh L1-2 VIP EXPH5,3,0.0517152
Inh L1-2 VIP HTR3A,1,0.0172384
Inh L1-3 SST FAM20A,423,7.29185
Inh L1-3 VIP CBLN1,155,2.67195
Inh L1-3 VIP HSPB6,50,0.861920
Inh L1-5 VIP CD27-AS1,44,0.758490
Inh L1-6 LAMP5 CA1,6,0.103430
Inh L1-6 LAMP5 NES,18,0.310291
Inh L1-6 SST NPY,459,7.91243
Inh L1-6 VIP SLC7A6OS,67,1.15497
Inh L2 PAX6 FREM2,7,0.120669
Inh L2-5 VIP SOX11,43,0.741252
Inh L3 PVALB SAMD13,27,0.465437
Inh L3-5 PVALB ISG20,30,0.517152
Inh L3-5 SST GGTLC3,1,0.0172384
Inh L3-6 PAX6 LINC01497,341,5.87830
Inh L3-6 VIP ZIM2-AS1,33,0.568867
Inh L5 PVALB LRIG3,121,2.08585
Inh L5-6 PVALB KCNIP2,1,0.0172384
Inh L5-6 SST DNAJC14,3,0.0517152
Micro L1-6 TYROBP CD74,320,5.51629
Oligo L2-6 OPALIN FTH1P3,514,8.86054
Oligo L3-6 OPALIN ENPP6,770,13.2736
Oligo L3-6 OPALIN LRP4-AS1,21,0.362007
OPC L1-6 PDGFRA COL20A1,136,2.34442
VLMC L1-5 PDGFRA COLEC12,83,1.43079
