cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,874,12.0170
Endo L2-5 NOSTRIN SRGN,47,0.646226
Exc L2 LINC00507 GLRA3,5,0.0687474
Exc L3 LAMP5 CARM1P1,4195,57.6791
Exc L3-5 RORB LNX2,10,0.137495
Exc L5-6 FEZF2 LPO,3,0.0412485
Inh L1 PAX6 CHRFAM7A,5,0.0687474
Inh L1 VIP KLHDC8B,8,0.109996
Inh L1-5 VIP SMOC1,882,12.1270
Inh L1-6 SST NPY,149,2.04867
Inh L3 PVALB SAMD13,84,1.15496
Inh L5 PVALB LRIG3,1,0.0137495
Inh L5-6 PVALB KCNIP2,13,0.178743
Inh L5-6 PVALB ZFPM2-AS1,2,0.0274990
Micro L1-6 TYROBP CD74,123,1.69119
Oligo L2-6 OPALIN FTH1P3,294,4.04235
Oligo L3-6 OPALIN ENPP6,31,0.426234
Oligo L3-6 OPALIN LRP4-AS1,12,0.164994
OPC L1-6 PDGFRA COL20A1,324,4.45483
VLMC L1-5 PDGFRA COLEC12,211,2.90114
