cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,8,0.111328
Astro L1-6 FGFR3 PLCG1,398,5.53855
Endo L2-5 NOSTRIN SRGN,25,0.347899
Exc L2 LAMP5 KCNG3,13,0.180907
Exc L2 LINC00507 GLRA3,3221,44.8233
Exc L3 LAMP5 CARM1P1,12,0.166991
Exc L3 RORB OTOGL,1,0.0139159
Exc L5 FEZF2 PKD2L1,33,0.459226
Exc L5-6 FEZF2 OR1L8,5,0.0695797
Exc L5-6 THEMIS SMYD1,21,0.292235
Exc L5-6 THEMIS TNFAIP6,1,0.0139159
Inh L1 LAMP5 BMP2,6,0.0834957
Inh L1 LAMP5 NMBR,3,0.0417478
Inh L1 LAMP5 RAB11FIP1,1,0.0139159
Inh L1 PAX6 CHRFAM7A,2,0.0278319
Inh L1 PAX6 MIR101-1,51,0.709713
Inh L1 VIP KLHDC8B,7,0.0974116
Inh L1-2 VIP WNT4,2,0.0278319
Inh L1-3 SST FAM20A,23,0.320067
Inh L1-3 VIP CBLN1,6,0.0834957
Inh L1-3 VIP HSPB6,11,0.153075
Inh L1-5 VIP SMOC1,3,0.0417478
Inh L1-6 LAMP5 CA1,10,0.139159
Inh L1-6 LAMP5 NES,25,0.347899
Inh L1-6 PVALB COL15A1,1,0.0139159
Inh L1-6 SST NPY,65,0.904537
Inh L1-6 VIP SLC7A6OS,2,0.0278319
Inh L2 PAX6 FREM2,1,0.0139159
Inh L2-5 PVALB RPH3AL,1,0.0139159
Inh L2-5 VIP SOX11,563,7.83468
Inh L3-5 VIP TAC3,2,0.0278319
Inh L3-6 PAX6 LINC01497,204,2.83885
Inh L3-6 VIP UG0898H09,696,9.68550
Inh L5-6 LAMP5 CRABP1,3,0.0417478
Inh L5-6 PVALB FAM150B,39,0.542722
Inh L5-6 SST ISX,2,0.0278319
Micro L1-6 TYROBP CD74,249,3.46507
Oligo L2-6 OPALIN FTH1P3,1039,14.4587
Oligo L3-6 OPALIN ENPP6,158,2.19872
Oligo L3-6 OPALIN LRP4-AS1,41,0.570554
OPC L1-6 PDGFRA COL20A1,213,2.96410
VLMC L1-5 PDGFRA COLEC12,19,0.264403
