cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,19,0.421660
Astro L1-6 FGFR3 AQP1,11,0.244119
Astro L1-6 FGFR3 PLCG1,255,5.65912
Exc L2 LAMP5 KCNG3,3,0.0665779
Exc L2 LINC00507 GLRA3,1256,27.8739
Exc L2-3 RORB CCDC68,44,0.976476
Exc L2-3 RORB PTPN3,102,2.26365
Exc L2-3 RORB RTKN2,16,0.355082
Exc L3 LAMP5 CARM1P1,4,0.0887705
Exc L3 RORB OTOGL,85,1.88637
Exc L3 THEMIS ENPEP,57,1.26498
Exc L3-5 FEZF2 ASGR2,8,0.177541
Exc L3-5 RORB LINC01202,157,3.48424
Exc L3-5 RORB LNX2,169,3.75055
Exc L3-5 RORB RPRM,75,1.66445
Exc L5 FEZF2 CSN1S1,4,0.0887705
Exc L5 FEZF2 NREP-AS1,12,0.266312
Exc L5 FEZF2 PKD2L1,1,0.0221926
Exc L5 RORB MED8,45,0.998668
Exc L5 THEMIS SLC22A18,77,1.70883
Exc L5-6 FEZF2 C9orf135-AS1,63,1.39814
Exc L5-6 FEZF2 IFNG-AS1,53,1.17621
Exc L5-6 FEZF2 OR1L8,1,0.0221926
Exc L5-6 FEZF2 SH2D1B,2,0.0443853
Exc L5-6 THEMIS SMYD1,42,0.932091
Exc L5-6 THEMIS TNFAIP6,13,0.288504
Exc L6 FEZF2 KLK7,62,1.37594
Exc L6 THEMIS LINC00343,99,2.19707
Exc L6 THEMIS SNTG2,6,0.133156
Inh L1 LAMP5 BMP2,26,0.577008
Inh L1 LAMP5 NMBR,24,0.532623
Inh L1 LAMP5 PVRL2,2,0.0443853
Inh L1 LAMP5 RAB11FIP1,21,0.466045
Inh L1 PAX6 CHRFAM7A,25,0.554816
Inh L1 PAX6 MIR101-1,22,0.488238
Inh L1 PVALB SST ASIC4,30,0.665779
Inh L1 SST DEFB108B,27,0.599201
Inh L1 SST P4HA3,1,0.0221926
Inh L1 VIP KLHDC8B,3,0.0665779
Inh L1-2 PVALB CDK20,2,0.0443853
Inh L1-2 SST CCNJL,24,0.532623
Inh L1-2 SST CLIC6,2,0.0443853
Inh L1-2 SST PRRT4,36,0.798935
Inh L1-2 VIP EXPH5,55,1.22059
Inh L1-2 VIP HTR3A,3,0.0665779
Inh L1-2 VIP SCML4,7,0.155348
Inh L1-3 SST FAM20A,138,3.06258
Inh L1-3 VIP CBLN1,16,0.355082
Inh L1-3 VIP CHRNA2,21,0.466045
Inh L1-3 VIP FNDC1,4,0.0887705
Inh L1-3 VIP HSPB6,54,1.19840
Inh L1-5 VIP CD27-AS1,2,0.0443853
Inh L1-5 VIP LINC01013,15,0.332889
Inh L1-5 VIP PHLDB3,1,0.0221926
Inh L1-5 VIP SMOC1,48,1.06525
Inh L1-6 LAMP5 AARD,60,1.33156
Inh L1-6 LAMP5 CA1,13,0.288504
Inh L1-6 PVALB COL15A1,38,0.843320
Inh L1-6 SST NPY,2,0.0443853
Inh L2 PAX6 FREM2,5,0.110963
Inh L2 PVALB FRZB,16,0.355082
Inh L2 VIP SLC6A16,3,0.0665779
Inh L2-3 SST NMU,37,0.821127
Inh L2-5 PVALB HHIPL1,8,0.177541
Inh L2-5 PVALB RPH3AL,221,4.90457
Inh L2-5 VIP SOX11,4,0.0887705
Inh L3 PVALB SAMD13,22,0.488238
Inh L3-5 SST GGTLC3,83,1.84199
Inh L3-5 SST OR5AH1P,6,0.133156
Inh L3-5 VIP IGDCC3,15,0.332889
Inh L3-5 VIP TAC3,12,0.266312
Inh L3-6 VIP ZIM2-AS1,4,0.0887705
Inh L5 PVALB LRIG3,6,0.133156
Inh L5 SST RPL35AP11,30,0.665779
Inh L5-6 LAMP5 CRABP1,25,0.554816
Inh L5-6 PVALB FAM150B,1,0.0221926
Inh L5-6 PVALB GAPDHP60,7,0.155348
Inh L5-6 PVALB MEPE,7,0.155348
Inh L5-6 PVALB SST CRHR2,8,0.177541
Inh L5-6 PVALB ZFPM2-AS1,10,0.221926
Inh L5-6 SST BEAN1,1,0.0221926
Inh L5-6 SST C4orf26,10,0.221926
Inh L5-6 SST KLHL1,1,0.0221926
Inh L5-6 SST PAWR,2,0.0443853
Inh L5-6 SST PIK3CD,5,0.110963
Inh L6 SST TH,8,0.177541
Micro L1-6 TYROBP CD74,161,3.57301
Oligo L2-6 OPALIN FTH1P3,222,4.92676
Oligo L2-6 OPALIN MAP6D1,20,0.443853
Oligo L3-6 OPALIN LRP4-AS1,6,0.133156
OPC L1-6 PDGFRA COL20A1,75,1.66445
VLMC L1-5 PDGFRA COLEC12,2,0.0443853
