cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0130839
Astro L1-6 FGFR3 AQP1,15,0.196258
Astro L1-6 FGFR3 PLCG1,226,2.95695
Endo L2-5 NOSTRIN SRGN,6,0.0785032
Exc L2 LINC00507 GLRA3,209,2.73453
Exc L3 LAMP5 CARM1P1,3,0.0392516
Exc L5 FEZF2 CSN1S1,1,0.0130839
Exc L5 FEZF2 PKD2L1,4,0.0523355
Exc L5 THEMIS SLC22A18,1,0.0130839
Exc L5 THEMIS VILL,1,0.0130839
Exc L5-6 FEZF2 LPO,23,0.300929
Exc L6 FEZF2 FFAR4,54,0.706529
Inh L1 LAMP5 BMP2,47,0.614942
Inh L1 LAMP5 NMBR,13,0.170090
Inh L1 PAX6 CHRFAM7A,1,0.0130839
Inh L1 PAX6 MIR101-1,11,0.143923
Inh L1 SST DEFB108B,26,0.340181
Inh L1-2 SST CCNJL,36,0.471019
Inh L1-2 VIP EXPH5,232,3.03546
Inh L1-2 VIP HTR3A,1,0.0130839
Inh L1-2 VIP WNT4,43,0.562606
Inh L1-3 SST FAM20A,9,0.117755
Inh L1-3 VIP FNDC1,29,0.379432
Inh L1-3 VIP HSPB6,1,0.0130839
Inh L1-5 VIP CD27-AS1,18,0.235510
Inh L1-5 VIP SMOC1,22,0.287845
Inh L1-6 SST NPY,2990,39.1208
Inh L1-6 VIP SLC7A6OS,8,0.104671
Inh L2-5 PVALB RPH3AL,2,0.0261677
Inh L2-5 VIP SOX11,710,9.28955
Inh L3 PVALB SAMD13,6,0.0785032
Inh L3-5 SST GGTLC3,28,0.366348
Inh L3-6 PAX6 LINC01497,164,2.14575
Inh L3-6 VIP ZIM2-AS1,8,0.104671
Inh L5 PVALB LRIG3,302,3.95133
Inh L5-6 PVALB FAM150B,10,0.130839
Inh L5-6 PVALB KCNIP2,12,0.157006
Inh L5-6 SST C4orf26,918,12.0110
Inh L5-6 SST DNAJC14,27,0.353264
Inh L5-6 SST ISX,9,0.117755
Inh L5-6 SST PAWR,12,0.157006
Inh L5-6 SST PIK3CD,25,0.327097
Micro L1-6 TYROBP CD74,161,2.10650
Oligo L2-6 OPALIN FTH1P3,519,6.79053
Oligo L3-6 OPALIN ENPP6,446,5.83540
Oligo L3-6 OPALIN LRP4-AS1,18,0.235510
OPC L1-6 PDGFRA COL20A1,182,2.38126
VLMC L1-5 PDGFRA COLEC12,53,0.693445
