cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,718,10.5759
Endo L2-5 NOSTRIN SRGN,52,0.765945
Exc L2 LINC00507 GLRA3,56,0.824864
Exc L3 LAMP5 CARM1P1,27,0.397702
Exc L3-5 RORB LNX2,4039,59.4933
Exc L5 FEZF2 PKD2L1,6,0.0883783
Inh L1 PVALB SST ASIC4,8,0.117838
Inh L1-5 VIP SMOC1,696,10.2519
Inh L1-6 LAMP5 NES,2,0.0294594
Inh L1-6 SST NPY,10,0.147297
Inh L2-5 VIP BSPRY,2,0.0294594
Inh L3 PVALB SAMD13,206,3.03432
Inh L5 PVALB LRIG3,2,0.0294594
Inh L5-6 PVALB KCNIP2,9,0.132567
Inh L5-6 PVALB ZFPM2-AS1,1,0.0147297
Micro L1-6 TYROBP CD74,86,1.26676
Oligo L2-6 OPALIN FTH1P3,273,4.02121
Oligo L3-6 OPALIN ENPP6,24,0.353513
Oligo L3-6 OPALIN LRP4-AS1,9,0.132567
OPC L1-6 PDGFRA COL20A1,334,4.91972
VLMC L1-5 PDGFRA COLEC12,229,3.37310
