cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,16,0.346096
Astro L1-6 FGFR3 AQP1,217,4.69392
Astro L1-6 FGFR3 PLCG1,134,2.89855
Endo L2-5 NOSTRIN SRGN,33,0.713822
Exc L2 LAMP5 KCNG3,4,0.0865239
Exc L2 LINC00507 GLRA3,602,13.0218
Exc L3 THEMIS ENPEP,1,0.0216310
Exc L5 FEZF2 CSN1S1,296,6.40277
Exc L5 FEZF2 PKD2L1,280,6.05667
Exc L5-6 FEZF2 C9orf135-AS1,8,0.173048
Exc L5-6 THEMIS SMYD1,7,0.151417
Exc L6 FEZF2 PDYN,1,0.0216310
Exc L6 THEMIS SLN,2,0.0432620
Inh L1 LAMP5 BMP2,14,0.302834
Inh L1 LAMP5 PVRL2,6,0.129786
Inh L1 LAMP5 RAB11FIP1,19,0.410989
Inh L1 PAX6 CHRFAM7A,19,0.410989
Inh L1 PAX6 MIR101-1,78,1.68722
Inh L1 PVALB SST ASIC4,1,0.0216310
Inh L1 SST DEFB108B,6,0.129786
Inh L1 VIP KLHDC8B,8,0.173048
Inh L1-2 PVALB CDK20,3,0.0648929
Inh L1-2 SST CLIC6,26,0.562405
Inh L1-2 VIP HTR3A,1,0.0216310
Inh L1-2 VIP PTGER3,12,0.259572
Inh L1-2 VIP WNT4,25,0.540774
Inh L1-3 SST FAM20A,171,3.69890
Inh L1-3 VIP CBLN1,3,0.0648929
Inh L1-3 VIP CHRNA2,4,0.0865239
Inh L1-3 VIP FNDC1,1,0.0216310
Inh L1-3 VIP HSPB6,41,0.886870
Inh L1-5 VIP CD27-AS1,5,0.108155
Inh L1-5 VIP LINC01013,3,0.0648929
Inh L1-5 VIP PHLDB3,1,0.0216310
Inh L1-5 VIP SMOC1,17,0.367727
Inh L1-6 LAMP5 CA1,239,5.16980
Inh L1-6 LAMP5 NES,122,2.63898
Inh L1-6 PVALB COL15A1,43,0.930132
Inh L1-6 SST NPY,16,0.346096
Inh L1-6 VIP SLC7A6OS,25,0.540774
Inh L2 PAX6 FREM2,31,0.670560
Inh L2 VIP SLC6A16,1,0.0216310
Inh L2-3 SST NMU,19,0.410989
Inh L2-5 PVALB RPH3AL,24,0.519143
Inh L2-5 VIP BSPRY,6,0.129786
Inh L2-5 VIP SOX11,63,1.36275
Inh L3-5 VIP HS3ST3A1,71,1.53580
Inh L3-5 VIP IGDCC3,15,0.324465
Inh L3-5 VIP TAC3,1,0.0216310
Inh L3-6 VIP ZIM2-AS1,7,0.151417
Inh L5 PVALB LRIG3,1,0.0216310
Inh L5 SST RPL35AP11,13,0.281203
Inh L5-6 LAMP5 CRABP1,183,3.95847
Inh L5-6 PVALB GAPDHP60,4,0.0865239
Inh L5-6 PVALB MEPE,1,0.0216310
Inh L5-6 SST ISX,1,0.0216310
Inh L5-6 VIP COL4A3,52,1.12481
Micro L1-6 TYROBP CD74,211,4.56414
Oligo L2-6 OPALIN FTH1P3,1061,22.9505
Oligo L3-6 OPALIN ENPP6,86,1.86026
Oligo L3-6 OPALIN LRP4-AS1,39,0.843608
OPC L1-6 PDGFRA COL20A1,188,4.06662
VLMC L1-5 PDGFRA COLEC12,35,0.757084
