cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0195236
Astro L1-6 FGFR3 PLCG1,143,2.79188
Endo L2-5 NOSTRIN SRGN,16,0.312378
Exc L2 LINC00507 GLRA3,1642,32.0578
Exc L2-3 RORB CCDC68,54,1.05428
Exc L2-3 RORB PTPN3,54,1.05428
Exc L2-3 RORB RTKN2,1,0.0195236
Exc L3 LAMP5 CARM1P1,10,0.195236
Exc L3 RORB OTOGL,68,1.32761
Exc L3 THEMIS ENPEP,90,1.75713
Exc L3-5 RORB LINC01202,356,6.95041
Exc L3-5 RORB LNX2,299,5.83756
Exc L3-5 RORB RPRM,105,2.04998
Exc L3-5 RORB TNNT2,11,0.214760
Exc L5 FEZF2 CSN1S1,15,0.292854
Exc L5 FEZF2 RNF144A-AS1,3,0.0585709
Exc L5 RORB MED8,63,1.22999
Exc L5 THEMIS FGF10,1,0.0195236
Exc L5 THEMIS SLC22A18,51,0.995705
Exc L5-6 FEZF2 C9orf135-AS1,71,1.38618
Exc L5-6 FEZF2 IFNG-AS1,60,1.17142
Exc L5-6 THEMIS SMYD1,83,1.62046
Exc L5-6 THEMIS TNFAIP6,43,0.839516
Exc L6 FEZF2 FFAR4,11,0.214760
Exc L6 FEZF2 KLK7,39,0.761421
Exc L6 FEZF2 PROKR2,2,0.0390472
Exc L6 THEMIS LINC00343,122,2.38188
Exc L6 THEMIS SLN,46,0.898087
Exc L6 THEMIS SNTG2,6,0.117142
Inh L1 LAMP5 BMP2,10,0.195236
Inh L1 LAMP5 NMBR,27,0.527138
Inh L1 LAMP5 RAB11FIP1,17,0.331902
Inh L1 PAX6 CHRFAM7A,15,0.292854
Inh L1 PAX6 MIR101-1,11,0.214760
Inh L1 PVALB SST ASIC4,24,0.468567
Inh L1 SST DEFB108B,46,0.898087
Inh L1 SST P4HA3,3,0.0585709
Inh L1-2 PVALB CDK20,13,0.253807
Inh L1-2 SST CCNJL,33,0.644280
Inh L1-2 SST CLIC6,4,0.0780945
Inh L1-2 SST PRRT4,59,1.15189
Inh L1-2 VIP EXPH5,34,0.663803
Inh L1-2 VIP PTGER3,3,0.0585709
Inh L1-2 VIP SCML4,7,0.136665
Inh L1-2 VIP WNT4,4,0.0780945
Inh L1-3 SST FAM20A,102,1.99141
Inh L1-3 VIP CBLN1,29,0.566185
Inh L1-3 VIP CHRNA2,15,0.292854
Inh L1-3 VIP FNDC1,12,0.234283
Inh L1-3 VIP HSPB6,71,1.38618
Inh L1-5 VIP CD27-AS1,2,0.0390472
Inh L1-5 VIP LINC01013,18,0.351425
Inh L1-5 VIP SMOC1,51,0.995705
Inh L1-6 LAMP5 AARD,48,0.937134
Inh L1-6 LAMP5 CA1,15,0.292854
Inh L1-6 LAMP5 NES,37,0.722374
Inh L1-6 PVALB COL15A1,11,0.214760
Inh L1-6 SST NPY,6,0.117142
Inh L2 PAX6 FREM2,9,0.175713
Inh L2 PVALB FRZB,3,0.0585709
Inh L2 VIP SLC6A16,17,0.331902
Inh L2-3 SST NMU,29,0.566185
Inh L2-5 PVALB HHIPL1,2,0.0390472
Inh L2-5 PVALB RPH3AL,208,4.06091
Inh L3 PVALB SAMD13,20,0.390472
Inh L3-5 SST GGTLC3,84,1.63998
Inh L3-5 SST OR5AH1P,7,0.136665
Inh L3-5 VIP HS3ST3A1,8,0.156189
Inh L3-5 VIP IGDCC3,28,0.546661
Inh L3-5 VIP TAC3,12,0.234283
Inh L3-6 VIP ZIM2-AS1,4,0.0780945
Inh L5 PVALB LRIG3,8,0.156189
Inh L5 SST RPL35AP11,33,0.644280
Inh L5-6 LAMP5 CRABP1,40,0.780945
Inh L5-6 PVALB MEPE,21,0.409996
Inh L5-6 PVALB SST CRHR2,4,0.0780945
Inh L5-6 PVALB ZFPM2-AS1,12,0.234283
Inh L5-6 SST BEAN1,1,0.0195236
Inh L5-6 SST C4orf26,2,0.0390472
Inh L5-6 SST DNAJC14,1,0.0195236
Inh L5-6 SST ISX,3,0.0585709
Inh L5-6 SST KLHL1,19,0.370949
Inh L5-6 SST PAWR,5,0.0976181
Inh L5-6 SST PIK3CD,4,0.0780945
Inh L6 SST TH,8,0.156189
Micro L1-6 TYROBP CD74,44,0.859039
Oligo L2-6 OPALIN FTH1P3,176,3.43616
Oligo L2-6 OPALIN MAP6D1,13,0.253807
Oligo L3-6 OPALIN ENPP6,1,0.0195236
Oligo L3-6 OPALIN LRP4-AS1,15,0.292854
OPC L1-6 PDGFRA COL20A1,74,1.44475
VLMC L1-5 PDGFRA COLEC12,14,0.273331
