cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0165098
Astro L1-6 FGFR3 AQP1,26,0.429255
Astro L1-6 FGFR3 PLCG1,84,1.38683
Endo L2-5 NOSTRIN SRGN,15,0.247647
Exc L2 LINC00507 ATP7B,1,0.0165098
Exc L2 LINC00507 GLRA3,267,4.40812
Exc L3 LAMP5 CARM1P1,125,2.06373
Inh L1-2 VIP EXPH5,27,0.445765
Inh L1-3 VIP HSPB6,36,0.594354
Inh L1-5 VIP SMOC1,11,0.181608
Inh L1-6 SST NPY,3553,58.6594
Inh L2 PAX6 FREM2,1,0.0165098
Micro L1-6 TYROBP CD74,220,3.63216
Oligo L2-6 OPALIN FTH1P3,644,10.6323
Oligo L3-6 OPALIN ENPP6,678,11.1937
Oligo L3-6 OPALIN LRP4-AS1,13,0.214628
OPC L1-6 PDGFRA COL20A1,271,4.47416
VLMC L1-5 PDGFRA COLEC12,84,1.38683
