cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,148,2.33034
Exc L2 LINC00507 ATP7B,3,0.0472367
Exc L2 LINC00507 GLRA3,1972,31.0502
Exc L2-3 RORB CCDC68,50,0.787278
Exc L2-3 RORB PTPN3,112,1.76350
Exc L2-3 RORB RTKN2,14,0.220438
Exc L3 LAMP5 CARM1P1,34,0.535349
Exc L3 RORB OTOGL,123,1.93670
Exc L3 THEMIS ENPEP,69,1.08644
Exc L3-5 FEZF2 ASGR2,1,0.0157456
Exc L3-5 RORB LINC01202,479,7.54212
Exc L3-5 RORB LNX2,377,5.93607
Exc L3-5 RORB RPRM,165,2.59802
Exc L3-5 RORB TNNT2,7,0.110219
Exc L5 FEZF2 CSN1S1,8,0.125964
Exc L5 FEZF2 NREP-AS1,24,0.377893
Exc L5 FEZF2 PKD2L1,1,0.0157456
Exc L5 RORB MED8,91,1.43285
Exc L5 THEMIS FGF10,7,0.110219
Exc L5 THEMIS SLC22A18,60,0.944733
Exc L5 THEMIS VILL,4,0.0629822
Exc L5-6 FEZF2 C9orf135-AS1,61,0.960479
Exc L5-6 FEZF2 IFNG-AS1,47,0.740041
Exc L5-6 THEMIS SMYD1,106,1.66903
Exc L5-6 THEMIS TNFAIP6,19,0.299165
Exc L6 FEZF2 FFAR4,5,0.0787278
Exc L6 FEZF2 KLK7,40,0.629822
Exc L6 FEZF2 POGK,1,0.0157456
Exc L6 FEZF2 PROKR2,5,0.0787278
Exc L6 THEMIS LINC00343,141,2.22012
Exc L6 THEMIS SLN,17,0.267674
Exc L6 THEMIS SNTG2,42,0.661313
Inh L1 LAMP5 BMP2,17,0.267674
Inh L1 LAMP5 NMBR,29,0.456621
Inh L1 LAMP5 PVRL2,2,0.0314911
Inh L1 LAMP5 RAB11FIP1,18,0.283420
Inh L1 PAX6 CHRFAM7A,22,0.346402
Inh L1 PAX6 MIR101-1,17,0.267674
Inh L1 PVALB SST ASIC4,28,0.440875
Inh L1 SST DEFB108B,38,0.598331
Inh L1 SST P4HA3,7,0.110219
Inh L1 VIP KLHDC8B,12,0.188947
Inh L1-2 PVALB CDK20,12,0.188947
Inh L1-2 SST CCNJL,57,0.897496
Inh L1-2 SST CLIC6,10,0.157456
Inh L1-2 SST PRRT4,91,1.43285
Inh L1-2 VIP EXPH5,88,1.38561
Inh L1-2 VIP SCML4,15,0.236183
Inh L1-3 SST FAM20A,186,2.92867
Inh L1-3 VIP CBLN1,34,0.535349
Inh L1-3 VIP CHRNA2,37,0.582585
Inh L1-3 VIP FNDC1,10,0.157456
Inh L1-3 VIP HSPB6,73,1.14943
Inh L1-5 VIP CD27-AS1,5,0.0787278
Inh L1-5 VIP LINC01013,19,0.299165
Inh L1-5 VIP PHLDB3,2,0.0314911
Inh L1-5 VIP SMOC1,60,0.944733
Inh L1-6 LAMP5 AARD,102,1.60605
Inh L1-6 LAMP5 CA1,18,0.283420
Inh L1-6 LAMP5 NES,2,0.0314911
Inh L1-6 PVALB COL15A1,15,0.236183
Inh L1-6 SST NPY,3,0.0472367
Inh L1-6 VIP SLC7A6OS,1,0.0157456
Inh L2 PAX6 FREM2,5,0.0787278
Inh L2 PVALB FRZB,11,0.173201
Inh L2 VIP SLC6A16,21,0.330657
Inh L2-3 SST NMU,22,0.346402
Inh L2-5 PVALB RPH3AL,278,4.37726
Inh L2-5 VIP BSPRY,1,0.0157456
Inh L2-5 VIP SOX11,6,0.0944733
Inh L3 PVALB SAMD13,28,0.440875
Inh L3-5 SST GGTLC3,131,2.06267
Inh L3-5 SST OR5AH1P,8,0.125964
Inh L3-5 VIP HS3ST3A1,9,0.141710
Inh L3-5 VIP IGDCC3,34,0.535349
Inh L3-5 VIP TAC3,25,0.393639
Inh L3-6 VIP ZIM2-AS1,7,0.110219
Inh L5 PVALB LRIG3,1,0.0157456
Inh L5 SST RPL35AP11,42,0.661313
Inh L5-6 LAMP5 CRABP1,29,0.456621
Inh L5-6 PVALB FAM150B,2,0.0314911
Inh L5-6 PVALB GAPDHP60,4,0.0629822
Inh L5-6 PVALB KCNIP2,1,0.0157456
Inh L5-6 PVALB MEPE,14,0.220438
Inh L5-6 PVALB ZFPM2-AS1,10,0.157456
Inh L5-6 SST BEAN1,4,0.0629822
Inh L5-6 SST FBN2,6,0.0944733
Inh L5-6 SST KLHL1,16,0.251929
Inh L5-6 SST PAWR,7,0.110219
Inh L6 SST TH,8,0.125964
Micro L1-6 TYROBP CD74,60,0.944733
Oligo L2-6 OPALIN FTH1P3,219,3.44828
Oligo L2-6 OPALIN MAP6D1,10,0.157456
Oligo L3-6 OPALIN ENPP6,2,0.0314911
Oligo L3-6 OPALIN LRP4-AS1,1,0.0157456
OPC L1-6 PDGFRA COL20A1,61,0.960479
VLMC L1-5 PDGFRA COLEC12,5,0.0787278
