cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,12,0.190627
Astro L1-6 FGFR3 AQP1,87,1.38205
Astro L1-6 FGFR3 PLCG1,216,3.43129
Endo L2-5 NOSTRIN SRGN,4,0.0635425
Exc L2 LAMP5 KCNG3,4606,73.1692
Exc L2 LINC00507 ATP7B,8,0.127085
Exc L2 LINC00507 GLRA3,310,4.92454
Inh L1 LAMP5 BMP2,18,0.285941
Inh L1 LAMP5 NMBR,1,0.0158856
Inh L1 LAMP5 PVRL2,9,0.142971
Inh L1 LAMP5 RAB11FIP1,23,0.365369
Inh L1 PAX6 CHRFAM7A,8,0.127085
Inh L1 PAX6 MIR101-1,1,0.0158856
Inh L1 PVALB SST ASIC4,2,0.0317712
Inh L1 SST DEFB108B,4,0.0635425
Inh L1 VIP KLHDC8B,5,0.0794281
Inh L1-2 SST CLIC6,8,0.127085
Inh L1-2 VIP PTGER3,1,0.0158856
Inh L1-2 VIP WNT4,16,0.254170
Inh L1-3 SST FAM20A,36,0.571882
Inh L1-3 VIP CBLN1,1,0.0158856
Inh L1-3 VIP CHRNA2,5,0.0794281
Inh L1-3 VIP HSPB6,17,0.270056
Inh L1-5 VIP SMOC1,5,0.0794281
Inh L1-6 LAMP5 AARD,4,0.0635425
Inh L1-6 LAMP5 CA1,68,1.08022
Inh L1-6 LAMP5 NES,25,0.397141
Inh L1-6 PVALB COL15A1,7,0.111199
Inh L1-6 VIP SLC7A6OS,8,0.127085
Inh L2 PAX6 FREM2,8,0.127085
Inh L2-5 PVALB RPH3AL,2,0.0317712
Inh L2-5 VIP SOX11,5,0.0794281
Inh L3-5 VIP IGDCC3,2,0.0317712
Inh L3-5 VIP TAC3,12,0.190627
Inh L3-6 VIP ZIM2-AS1,1,0.0158856
Inh L5-6 VIP COL4A3,5,0.0794281
Micro L1-6 TYROBP CD74,198,3.14535
Oligo L2-6 OPALIN FTH1P3,401,6.37014
Oligo L2-6 OPALIN MAP6D1,3,0.0476569
Oligo L3-6 OPALIN ENPP6,16,0.254170
Oligo L3-6 OPALIN LRP4-AS1,6,0.0953137
OPC L1-6 PDGFRA COL20A1,114,1.81096
VLMC L1-5 PDGFRA COLEC12,7,0.111199
