cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,14,0.269334
Astro L1-6 FGFR3 AQP1,26,0.500192
Astro L1-6 FGFR3 PLCG1,316,6.07926
Endo L2-5 NOSTRIN SRGN,14,0.269334
Exc L2 LAMP5 KCNG3,149,2.86649
Exc L2 LINC00507 GLRA3,1211,23.2974
Exc L2-3 RORB CCDC68,467,8.98422
Exc L2-3 RORB PTPN3,2,0.0384763
Exc L3 RORB OTOGL,3,0.0577145
Exc L3-5 FEZF2 ASGR2,72,1.38515
Exc L3-5 RORB LNX2,43,0.827241
Exc L5 FEZF2 PKD2L1,29,0.557907
Exc L5 THEMIS SLC22A18,218,4.19392
Exc L5-6 FEZF2 C9orf135-AS1,381,7.32974
Exc L5-6 FEZF2 LPO,2,0.0384763
Exc L5-6 FEZF2 OR1L8,3,0.0577145
Exc L5-6 THEMIS SMYD1,1,0.0192382
Exc L6 FEZF2 FFAR4,267,5.13659
Exc L6 FEZF2 KLK7,1,0.0192382
Exc L6 FEZF2 POGK,48,0.923432
Exc L6 FEZF2 PROKR2,59,1.13505
Exc L6 THEMIS SLN,272,5.23278
Exc L6 THEMIS SNTG2,1,0.0192382
Inh L1 LAMP5 NMBR,5,0.0961908
Inh L1 LAMP5 RAB11FIP1,7,0.134667
Inh L1 PAX6 CHRFAM7A,24,0.461716
Inh L1 PAX6 MIR101-1,13,0.250096
Inh L1 SST DEFB108B,13,0.250096
Inh L1-2 PVALB CDK20,17,0.327049
Inh L1-2 SST CCNJL,18,0.346287
Inh L1-2 SST CLIC6,40,0.769527
Inh L1-2 VIP HTR3A,1,0.0192382
Inh L1-2 VIP PTGER3,1,0.0192382
Inh L1-2 VIP WNT4,9,0.173144
Inh L1-3 SST FAM20A,63,1.21200
Inh L1-3 VIP CBLN1,1,0.0192382
Inh L1-3 VIP CHRNA2,1,0.0192382
Inh L1-3 VIP FNDC1,9,0.173144
Inh L1-3 VIP HSPB6,29,0.557907
Inh L1-5 VIP CD27-AS1,7,0.134667
Inh L1-5 VIP LINC01013,6,0.115429
Inh L1-5 VIP SMOC1,30,0.577145
Inh L1-6 LAMP5 CA1,41,0.788765
Inh L1-6 LAMP5 NES,37,0.711812
Inh L1-6 PVALB COL15A1,31,0.596383
Inh L1-6 SST NPY,6,0.115429
Inh L1-6 VIP SLC7A6OS,2,0.0384763
Inh L2 PAX6 FREM2,22,0.423240
Inh L2 VIP SLC6A16,6,0.115429
Inh L2-5 PVALB RPH3AL,94,1.80839
Inh L2-5 VIP SOX11,7,0.134667
Inh L3-5 SST CDH3,2,0.0384763
Inh L3-5 SST GGTLC3,18,0.346287
Inh L3-5 VIP HS3ST3A1,9,0.173144
Inh L3-5 VIP IGDCC3,20,0.384763
Inh L3-5 VIP TAC3,2,0.0384763
Inh L3-6 PAX6 LINC01497,6,0.115429
Inh L3-6 VIP ZIM2-AS1,2,0.0384763
Inh L5 PVALB LRIG3,9,0.173144
Inh L5 SST RPL35AP11,11,0.211620
Inh L5-6 LAMP5 CRABP1,24,0.461716
Inh L5-6 PVALB FAM150B,4,0.0769527
Inh L5-6 PVALB GAPDHP60,19,0.365525
Inh L5-6 PVALB KCNIP2,5,0.0961908
Inh L5-6 PVALB MEPE,15,0.288573
Inh L5-6 PVALB SST CRHR2,6,0.115429
Inh L5-6 PVALB ZFPM2-AS1,8,0.153905
Inh L5-6 SST C4orf26,10,0.192382
Inh L5-6 SST DNAJC14,9,0.173144
Inh L5-6 SST PAWR,4,0.0769527
Inh L5-6 VIP COL4A3,6,0.115429
Micro L1-6 TYROBP CD74,119,2.28934
Oligo L2-6 OPALIN FTH1P3,374,7.19508
Oligo L2-6 OPALIN MAP6D1,10,0.192382
Oligo L3-6 OPALIN ENPP6,28,0.538669
Oligo L3-6 OPALIN LRP4-AS1,33,0.634860
OPC L1-6 PDGFRA COL20A1,291,5.59831
VLMC L1-5 PDGFRA COLEC12,15,0.288573
