cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,6,0.0774994
Astro L1-6 FGFR3 AQP1,384,4.95996
Astro L1-6 FGFR3 PLCG1,109,1.40790
Endo L2-5 NOSTRIN SRGN,18,0.232498
Exc L2 LINC00507 GLRA3,221,2.85456
Exc L2-3 RORB RTKN2,229,2.95789
Exc L3 LAMP5 CARM1P1,85,1.09791
Exc L3 RORB OTOGL,751,9.70034
Exc L5 FEZF2 PKD2L1,1,0.0129166
Exc L5-6 FEZF2 C9orf135-AS1,1,0.0129166
Exc L6 FEZF2 FFAR4,179,2.31206
Exc L6 FEZF2 PDYN,1,0.0129166
Exc L6 FEZF2 PROKR2,2,0.0258331
Inh L1 PAX6 CHRFAM7A,3,0.0387497
Inh L1 PAX6 MIR101-1,89,1.14957
Inh L1 SST DEFB108B,7,0.0904159
Inh L1-2 SST CCNJL,35,0.452080
Inh L1-2 VIP EXPH5,15,0.193748
Inh L1-2 VIP WNT4,28,0.361664
Inh L1-3 SST FAM20A,1444,18.6515
Inh L1-3 VIP CBLN1,497,6.41953
Inh L1-3 VIP HSPB6,1,0.0129166
Inh L1-5 VIP CD27-AS1,66,0.852493
Inh L1-5 VIP SMOC1,7,0.0904159
Inh L1-6 LAMP5 CA1,19,0.245415
Inh L1-6 LAMP5 NES,28,0.361664
Inh L1-6 PVALB COL15A1,4,0.0516662
Inh L1-6 SST NPY,1203,15.5386
Inh L1-6 VIP SLC7A6OS,70,0.904159
Inh L2 PAX6 FREM2,138,1.78249
Inh L2 VIP SLC6A16,2,0.0258331
Inh L2-5 VIP BSPRY,1,0.0129166
Inh L2-5 VIP SOX11,268,3.46164
Inh L3 PVALB SAMD13,1,0.0129166
Inh L3-5 PVALB ISG20,2,0.0258331
Inh L3-5 VIP TAC3,1,0.0129166
Inh L3-6 PAX6 LINC01497,168,2.16998
Inh L3-6 VIP UG0898H09,23,0.297081
Inh L3-6 VIP ZIM2-AS1,2,0.0258331
Inh L5 PVALB LRIG3,295,3.81038
Inh L5-6 PVALB FAM150B,1,0.0129166
Inh L5-6 PVALB KCNIP2,6,0.0774994
Inh L5-6 SST C4orf26,5,0.0645828
Inh L5-6 SST ISX,1,0.0129166
Micro L1-6 TYROBP CD74,170,2.19582
Oligo L2-6 OPALIN FTH1P3,508,6.56161
Oligo L3-6 OPALIN ENPP6,462,5.96745
Oligo L3-6 OPALIN LRP4-AS1,26,0.335831
OPC L1-6 PDGFRA COL20A1,147,1.89873
VLMC L1-5 PDGFRA COLEC12,12,0.154999
