cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,27,0.565682
Astro L1-6 FGFR3 PLCG1,515,10.7899
Endo L2-5 NOSTRIN SRGN,3,0.0628536
Exc L2 LINC00507 GLRA3,1125,23.5701
Exc L3 LAMP5 CARM1P1,43,0.900901
Inh L1 PAX6 CHRFAM7A,24,0.502828
Inh L1-3 VIP HSPB6,2196,46.0088
Inh L1-5 VIP SMOC1,210,4.39975
Inh L1-6 SST NPY,41,0.858999
Inh L2 PAX6 FREM2,3,0.0628536
Inh L3 PVALB SAMD13,38,0.796145
Micro L1-6 TYROBP CD74,127,2.66080
Oligo L2-6 OPALIN FTH1P3,155,3.24743
Oligo L3-6 OPALIN ENPP6,43,0.900901
Oligo L3-6 OPALIN LRP4-AS1,3,0.0628536
OPC L1-6 PDGFRA COL20A1,173,3.62455
VLMC L1-5 PDGFRA COLEC12,47,0.984706
