cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,160,2.70270
Exc L2 LAMP5 KCNG3,127,2.14527
Exc L2 LINC00507 GLRA3,2095,35.3885
Exc L2-3 RORB CCDC68,32,0.540541
Exc L2-3 RORB PTPN3,33,0.557432
Exc L3 RORB OTOGL,128,2.16216
Exc L3-5 FEZF2 ASGR2,7,0.118243
Exc L3-5 RORB LINC01202,330,5.57432
Exc L3-5 RORB LNX2,384,6.48649
Exc L3-5 RORB RPRM,36,0.608108
Exc L5 FEZF2 CSN1S1,2,0.0337838
Exc L5 FEZF2 PKD2L1,2,0.0337838
Exc L5 RORB MED8,24,0.405405
Exc L5 THEMIS SLC22A18,127,2.14527
Exc L5-6 FEZF2 C9orf135-AS1,21,0.354730
Exc L5-6 FEZF2 IFNG-AS1,41,0.692568
Exc L5-6 THEMIS SMYD1,26,0.439189
Exc L6 FEZF2 KLK7,16,0.270270
Exc L6 THEMIS LINC00343,15,0.253378
Exc L6 THEMIS SLN,20,0.337838
Exc L6 THEMIS SNTG2,44,0.743243
Inh L1 LAMP5 BMP2,23,0.388514
Inh L1 LAMP5 NMBR,22,0.371622
Inh L1 LAMP5 PVRL2,11,0.185811
Inh L1 LAMP5 RAB11FIP1,11,0.185811
Inh L1 PAX6 CHRFAM7A,43,0.726351
Inh L1 PAX6 MIR101-1,41,0.692568
Inh L1 PVALB SST ASIC4,33,0.557432
Inh L1 SST DEFB108B,53,0.895270
Inh L1 SST P4HA3,12,0.202703
Inh L1 VIP KLHDC8B,11,0.185811
Inh L1-2 PVALB CDK20,57,0.962838
Inh L1-2 SST CCNJL,63,1.06419
Inh L1-2 SST CLIC6,7,0.118243
Inh L1-2 SST PRRT4,50,0.844595
Inh L1-2 VIP EXPH5,88,1.48649
Inh L1-2 VIP HTR3A,8,0.135135
Inh L1-2 VIP PTGER3,20,0.337838
Inh L1-2 VIP SCML4,15,0.253378
Inh L1-2 VIP WNT4,5,0.0844595
Inh L1-3 SST FAM20A,223,3.76689
Inh L1-3 VIP CBLN1,45,0.760135
Inh L1-3 VIP CHRNA2,36,0.608108
Inh L1-3 VIP FNDC1,4,0.0675676
Inh L1-3 VIP HSPB6,122,2.06081
Inh L1-5 VIP CD27-AS1,2,0.0337838
Inh L1-5 VIP LINC01013,35,0.591216
Inh L1-5 VIP PHLDB3,1,0.0168919
Inh L1-5 VIP SMOC1,63,1.06419
Inh L1-6 LAMP5 AARD,73,1.23311
Inh L1-6 LAMP5 CA1,34,0.574324
Inh L1-6 LAMP5 NES,46,0.777027
Inh L1-6 PVALB COL15A1,27,0.456081
Inh L1-6 SST NPY,2,0.0337838
Inh L2 PAX6 FREM2,16,0.270270
Inh L2 PVALB FRZB,16,0.270270
Inh L2 VIP SLC6A16,32,0.540541
Inh L2-3 SST NMU,6,0.101351
Inh L2-5 PVALB HHIPL1,1,0.0168919
Inh L2-5 PVALB RPH3AL,176,2.97297
Inh L2-5 VIP BSPRY,7,0.118243
Inh L2-5 VIP SOX11,18,0.304054
Inh L3 PVALB SAMD13,9,0.152027
Inh L3-5 SST GGTLC3,109,1.84122
Inh L3-5 VIP HS3ST3A1,6,0.101351
Inh L3-5 VIP IGDCC3,27,0.456081
Inh L3-5 VIP TAC3,29,0.489865
Inh L3-6 PAX6 LINC01497,7,0.118243
Inh L3-6 VIP ZIM2-AS1,5,0.0844595
Inh L5 PVALB LRIG3,8,0.135135
Inh L5 SST RPL35AP11,63,1.06419
Inh L5-6 LAMP5 CRABP1,15,0.253378
Inh L5-6 PVALB FAM150B,2,0.0337838
Inh L5-6 PVALB MEPE,9,0.152027
Inh L5-6 PVALB SST CRHR2,8,0.135135
Inh L5-6 PVALB ZFPM2-AS1,4,0.0675676
Inh L5-6 SST ISX,4,0.0675676
Inh L5-6 SST KLHL1,15,0.253378
Inh L5-6 SST PAWR,2,0.0337838
Inh L5-6 VIP COL4A3,1,0.0168919
Inh L6 SST TH,4,0.0675676
Micro L1-6 TYROBP CD74,85,1.43581
Oligo L2-6 OPALIN FTH1P3,189,3.19257
Oligo L3-6 OPALIN LRP4-AS1,1,0.0168919
OPC L1-6 PDGFRA COL20A1,81,1.36824
VLMC L1-5 PDGFRA COLEC12,9,0.152027
