cell_type,count,percentage
Astro L1-6 FGFR3 PLCG1,840,12.8440
Endo L2-5 NOSTRIN SRGN,55,0.840979
Exc L2 LINC00507 GLRA3,145,2.21713
Exc L3 LAMP5 CARM1P1,3119,47.6911
Exc L3-5 RORB LNX2,233,3.56269
Exc L5-6 FEZF2 LPO,160,2.44648
Inh L1 VIP KLHDC8B,1,0.0152905
Inh L1-5 VIP SMOC1,767,11.7278
Inh L1-6 SST NPY,60,0.917431
Inh L3 PVALB SAMD13,248,3.79205
Inh L5-6 PVALB KCNIP2,2,0.0305810
Micro L1-6 TYROBP CD74,93,1.42202
Oligo L2-6 OPALIN FTH1P3,285,4.35780
Oligo L3-6 OPALIN ENPP6,25,0.382263
Oligo L3-6 OPALIN LRP4-AS1,22,0.336391
OPC L1-6 PDGFRA COL20A1,293,4.48012
VLMC L1-5 PDGFRA COLEC12,192,2.93578
