cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,6,0.0809935
Astro L1-6 FGFR3 AQP1,60,0.809935
Astro L1-6 FGFR3 PLCG1,382,5.15659
Endo L2-5 NOSTRIN SRGN,37,0.499460
Exc L2 LAMP5 KCNG3,1220,16.4687
Exc L2 LINC00507 ATP7B,1,0.0134989
Exc L2 LINC00507 GLRA3,2339,31.5740
Exc L3 RORB OTOGL,333,4.49514
Exc L3-5 FEZF2 ASGR2,68,0.917927
Exc L5 FEZF2 CSN1S1,66,0.890929
Exc L5 THEMIS SLC22A18,186,2.51080
Exc L5-6 FEZF2 C9orf135-AS1,58,0.782937
Exc L5-6 FEZF2 LPO,11,0.148488
Exc L5-6 FEZF2 OR1L8,15,0.202484
Exc L5-6 THEMIS SMYD1,1,0.0134989
Exc L6 FEZF2 FFAR4,39,0.526458
Exc L6 FEZF2 PROKR2,3,0.0404968
Exc L6 THEMIS SLN,278,3.75270
Exc L6 THEMIS SNTG2,86,1.16091
Inh L1 LAMP5 BMP2,83,1.12041
Inh L1 LAMP5 NMBR,8,0.107991
Inh L1 LAMP5 PVRL2,17,0.229482
Inh L1 PAX6 CHRFAM7A,18,0.242981
Inh L1 PAX6 MIR101-1,7,0.0944924
Inh L1 SST DEFB108B,19,0.256479
Inh L1 SST P4HA3,7,0.0944924
Inh L1 VIP KLHDC8B,5,0.0674946
Inh L1-2 PVALB CDK20,62,0.836933
Inh L1-2 SST CCNJL,26,0.350972
Inh L1-2 SST CLIC6,8,0.107991
Inh L1-2 VIP HTR3A,1,0.0134989
Inh L1-2 VIP PTGER3,8,0.107991
Inh L1-2 VIP WNT4,15,0.202484
Inh L1-3 SST FAM20A,151,2.03834
Inh L1-3 VIP CHRNA2,5,0.0674946
Inh L1-3 VIP FNDC1,7,0.0944924
Inh L1-3 VIP HSPB6,62,0.836933
Inh L1-5 VIP CD27-AS1,15,0.202484
Inh L1-5 VIP LINC01013,24,0.323974
Inh L1-5 VIP SMOC1,50,0.674946
Inh L1-6 LAMP5 CA1,151,2.03834
Inh L1-6 LAMP5 NES,83,1.12041
Inh L1-6 PVALB COL15A1,105,1.41739
Inh L1-6 SST NPY,31,0.418467
Inh L1-6 VIP SLC7A6OS,43,0.580454
Inh L2 PAX6 FREM2,46,0.620950
Inh L2 VIP SLC6A16,1,0.0134989
Inh L2-5 PVALB RPH3AL,66,0.890929
Inh L2-5 VIP BSPRY,5,0.0674946
Inh L2-5 VIP SOX11,95,1.28240
Inh L3-5 SST GGTLC3,1,0.0134989
Inh L3-5 VIP HS3ST3A1,2,0.0269978
Inh L3-5 VIP IGDCC3,23,0.310475
Inh L3-6 PAX6 LINC01497,161,2.17333
Inh L3-6 VIP ZIM2-AS1,41,0.553456
Inh L5 PVALB LRIG3,3,0.0404968
Inh L5 SST RPL35AP11,8,0.107991
Inh L5-6 LAMP5 CRABP1,42,0.566955
Inh L5-6 PVALB GAPDHP60,7,0.0944924
Inh L5-6 PVALB MEPE,15,0.202484
Inh L5-6 PVALB SST CRHR2,1,0.0134989
Inh L5-6 SST C4orf26,10,0.134989
Inh L5-6 SST DNAJC14,1,0.0134989
Inh L5-6 SST ISX,15,0.202484
Inh L5-6 VIP COL4A3,12,0.161987
Inh L6 SST TH,2,0.0269978
Micro L1-6 TYROBP CD74,83,1.12041
Oligo L2-6 OPALIN FTH1P3,320,4.31965
Oligo L3-6 OPALIN ENPP6,19,0.256479
Oligo L3-6 OPALIN LRP4-AS1,16,0.215983
OPC L1-6 PDGFRA COL20A1,195,2.63229
VLMC L1-5 PDGFRA COLEC12,18,0.242981
