cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,1,0.0154919
Astro L1-6 FGFR3 PLCG1,187,2.89698
Endo L2-5 NOSTRIN SRGN,12,0.185902
Exc L2 LINC00507 GLRA3,1457,22.5716
Exc L2-3 RORB CCDC68,73,1.13091
Exc L2-3 RORB PTPN3,136,2.10689
Exc L2-3 RORB RTKN2,20,0.309837
Exc L3 LAMP5 CARM1P1,6,0.0929512
Exc L3 RORB OTOGL,100,1.54919
Exc L3 THEMIS ENPEP,24,0.371805
Exc L3-5 FEZF2 ASGR2,11,0.170411
Exc L3-5 RORB LAMA4,1,0.0154919
Exc L3-5 RORB LINC01202,544,8.42758
Exc L3-5 RORB LNX2,424,6.56855
Exc L3-5 RORB RPRM,128,1.98296
Exc L3-5 RORB TNNT2,7,0.108443
Exc L5 FEZF2 CSN1S1,3,0.0464756
Exc L5 FEZF2 NREP-AS1,5,0.0774593
Exc L5 FEZF2 RNF144A-AS1,4,0.0619675
Exc L5 RORB MED8,79,1.22386
Exc L5 THEMIS FGF10,7,0.108443
Exc L5 THEMIS SLC22A18,60,0.929512
Exc L5-6 FEZF2 C9orf135-AS1,132,2.04493
Exc L5-6 FEZF2 IFNG-AS1,77,1.19287
Exc L5-6 FEZF2 LPO,1,0.0154919
Exc L5-6 FEZF2 OR1L8,9,0.139427
Exc L5-6 THEMIS SMYD1,101,1.56468
Exc L5-6 THEMIS TNFAIP6,12,0.185902
Exc L6 FEZF2 FFAR4,10,0.154919
Exc L6 FEZF2 KLK7,70,1.08443
Exc L6 FEZF2 POGK,16,0.247870
Exc L6 FEZF2 PROKR2,53,0.821069
Exc L6 THEMIS LINC00343,217,3.36174
Exc L6 THEMIS SLN,40,0.619675
Exc L6 THEMIS SNTG2,9,0.139427
Inh L1 LAMP5 BMP2,13,0.201394
Inh L1 LAMP5 NMBR,26,0.402789
Inh L1 LAMP5 PVRL2,10,0.154919
Inh L1 LAMP5 RAB11FIP1,6,0.0929512
Inh L1 PAX6 CHRFAM7A,25,0.387297
Inh L1 PAX6 MIR101-1,23,0.356313
Inh L1 PVALB SST ASIC4,24,0.371805
Inh L1 SST DEFB108B,37,0.573199
Inh L1 SST P4HA3,6,0.0929512
Inh L1 VIP KLHDC8B,2,0.0309837
Inh L1-2 PVALB CDK20,7,0.108443
Inh L1-2 SST CCNJL,74,1.14640
Inh L1-2 SST CLIC6,1,0.0154919
Inh L1-2 SST PRRT4,56,0.867545
Inh L1-2 VIP EXPH5,76,1.17738
Inh L1-2 VIP SCML4,11,0.170411
Inh L1-3 SST FAM20A,126,1.95198
Inh L1-3 VIP CBLN1,26,0.402789
Inh L1-3 VIP CHRNA2,24,0.371805
Inh L1-3 VIP FNDC1,7,0.108443
Inh L1-3 VIP HSPB6,73,1.13091
Inh L1-5 VIP CD27-AS1,1,0.0154919
Inh L1-5 VIP LINC01013,20,0.309837
Inh L1-5 VIP SMOC1,60,0.929512
Inh L1-6 LAMP5 AARD,130,2.01394
Inh L1-6 LAMP5 CA1,26,0.402789
Inh L1-6 LAMP5 NES,17,0.263362
Inh L1-6 PVALB COL15A1,38,0.588691
Inh L1-6 SST NPY,5,0.0774593
Inh L2 PAX6 FREM2,1,0.0154919
Inh L2 PVALB FRZB,9,0.139427
Inh L2 VIP SLC6A16,33,0.511232
Inh L2-3 SST NMU,23,0.356313
Inh L2-5 PVALB HHIPL1,6,0.0929512
Inh L2-5 PVALB RPH3AL,261,4.04338
Inh L2-5 VIP BSPRY,1,0.0154919
Inh L2-5 VIP SOX11,3,0.0464756
Inh L3 PVALB SAMD13,11,0.170411
Inh L3-5 SST GGTLC3,104,1.61115
Inh L3-5 VIP HS3ST3A1,16,0.247870
Inh L3-5 VIP IGDCC3,32,0.495740
Inh L3-5 VIP TAC3,10,0.154919
Inh L3-6 PAX6 LINC01497,9,0.139427
Inh L3-6 VIP ZIM2-AS1,4,0.0619675
Inh L5 PVALB LRIG3,5,0.0774593
Inh L5 SST RPL35AP11,53,0.821069
Inh L5-6 LAMP5 CRABP1,64,0.991479
Inh L5-6 PVALB GAPDHP60,18,0.278854
Inh L5-6 PVALB MEPE,19,0.294345
Inh L5-6 PVALB SST CRHR2,4,0.0619675
Inh L5-6 PVALB ZFPM2-AS1,17,0.263362
Inh L5-6 SST BEAN1,1,0.0154919
Inh L5-6 SST C4orf26,20,0.309837
Inh L5-6 SST KLHL1,7,0.108443
Inh L5-6 SST PAWR,14,0.216886
Inh L5-6 VIP COL4A3,2,0.0309837
Inh L6 SST TH,7,0.108443
Micro L1-6 TYROBP CD74,92,1.42525
Oligo L2-6 OPALIN FTH1P3,466,7.21921
Oligo L2-6 OPALIN MAP6D1,11,0.170411
Oligo L3-6 OPALIN ENPP6,26,0.402789
OPC L1-6 PDGFRA COL20A1,104,1.61115
VLMC L1-5 PDGFRA COLEC12,16,0.247870
