cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0269324
Astro L1-6 FGFR3 AQP1,104,1.40048
Astro L1-6 FGFR3 PLCG1,269,3.62241
Endo L2-5 NOSTRIN SRGN,7,0.0942634
Exc L2 LINC00507 GLRA3,1865,25.1145
Exc L5 FEZF2 PKD2L1,3589,48.3302
Exc L5 THEMIS LINC01116,78,1.05036
Exc L5-6 FEZF2 C9orf135-AS1,328,4.41691
Exc L5-6 FEZF2 LPO,11,0.148128
Inh L1 LAMP5 BMP2,5,0.0673310
Inh L1 PAX6 MIR101-1,1,0.0134662
Inh L1-2 SST CCNJL,1,0.0134662
Inh L1-2 SST CLIC6,35,0.471317
Inh L1-2 VIP EXPH5,4,0.0538648
Inh L1-2 VIP WNT4,19,0.255858
Inh L1-3 VIP CBLN1,3,0.0403986
Inh L1-3 VIP HSPB6,10,0.134662
Inh L1-5 VIP SMOC1,1,0.0134662
Inh L1-6 LAMP5 CA1,5,0.0673310
Inh L1-6 LAMP5 NES,11,0.148128
Inh L1-6 PVALB COL15A1,1,0.0134662
Inh L1-6 SST NPY,218,2.93563
Inh L2-3 SST NMU,5,0.0673310
Inh L2-5 PVALB RPH3AL,2,0.0269324
Inh L3 PVALB SAMD13,31,0.417452
Inh L3-5 SST GGTLC3,3,0.0403986
Inh L3-5 VIP HS3ST3A1,18,0.242392
Inh L3-5 VIP TAC3,6,0.0807972
Inh L3-6 PAX6 LINC01497,151,2.03340
Inh L3-6 VIP UG0898H09,5,0.0673310
Inh L5 PVALB LRIG3,5,0.0673310
Inh L5 SST RPL35AP11,1,0.0134662
Inh L5-6 PVALB FAM150B,145,1.95260
Inh L5-6 PVALB MEPE,42,0.565580
Inh L5-6 SST C4orf26,1,0.0134662
Inh L5-6 SST ISX,2,0.0269324
Micro L1-6 TYROBP CD74,88,1.18503
Oligo L2-6 OPALIN FTH1P3,103,1.38702
Oligo L3-6 OPALIN LRP4-AS1,46,0.619445
OPC L1-6 PDGFRA COL20A1,126,1.69674
VLMC L1-5 PDGFRA COLEC12,79,1.06383
