cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,31,0.355872
Astro L1-6 FGFR3 AQP1,111,1.27425
Astro L1-6 FGFR3 PLCG1,365,4.19010
Endo L2-5 NOSTRIN SRGN,76,0.872460
Exc L2 LINC00507 ATP7B,6,0.0688784
Exc L2 LINC00507 GLRA3,1557,17.8740
Exc L2-3 RORB PTPN3,2,0.0229595
Exc L2-3 RORB RTKN2,1,0.0114797
Exc L3 LAMP5 CARM1P1,1,0.0114797
Exc L3 RORB OTOGL,269,3.08805
Exc L5 FEZF2 CSN1S1,88,1.01022
Exc L5 FEZF2 PKD2L1,37,0.424750
Exc L5-6 FEZF2 C9orf135-AS1,6,0.0688784
Exc L5-6 FEZF2 LPO,288,3.30616
Exc L5-6 FEZF2 OR1L8,18,0.206635
Exc L5-6 THEMIS SMYD1,5,0.0573987
Exc L6 FEZF2 FFAR4,186,2.13523
Exc L6 FEZF2 PROKR2,84,0.964298
Inh L1 PAX6 MIR101-1,1,0.0114797
Inh L1 SST DEFB108B,11,0.126277
Inh L1-2 SST PRRT4,6,0.0688784
Inh L1-2 VIP EXPH5,28,0.321433
Inh L1-2 VIP WNT4,2,0.0229595
Inh L1-3 SST FAM20A,84,0.964298
Inh L1-5 VIP CD27-AS1,16,0.183676
Inh L1-5 VIP SMOC1,28,0.321433
Inh L1-6 LAMP5 CA1,2,0.0229595
Inh L1-6 SST NPY,783,8.98864
Inh L2-3 SST NMU,1,0.0114797
Inh L2-5 PVALB RPH3AL,4,0.0459190
Inh L2-5 VIP BSPRY,82,0.941339
Inh L2-5 VIP SOX11,648,7.43887
Inh L3-5 PVALB ISG20,21,0.241075
Inh L3-5 SST CDH3,1,0.0114797
Inh L3-5 SST GGTLC3,122,1.40053
Inh L3-6 PAX6 LINC01497,411,4.71817
Inh L3-6 VIP ZIM2-AS1,84,0.964298
Inh L5 PVALB LRIG3,808,9.27563
Inh L5-6 PVALB FAM150B,3,0.0344392
Inh L5-6 PVALB KCNIP2,203,2.33039
Inh L5-6 PVALB ZFPM2-AS1,5,0.0573987
Inh L5-6 SST C4orf26,260,2.98473
Inh L5-6 SST DNAJC14,8,0.0918379
Inh L5-6 SST KLHL1,1,0.0114797
Inh L5-6 SST PIK3CD,62,0.711744
Micro L1-6 TYROBP CD74,124,1.42349
Oligo L2-6 OPALIN FTH1P3,709,8.13913
Oligo L3-6 OPALIN ENPP6,752,8.63276
Oligo L3-6 OPALIN LRP4-AS1,32,0.367352
OPC L1-6 PDGFRA COL20A1,193,2.21559
VLMC L1-5 PDGFRA COLEC12,85,0.975778
