cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,14,0.174064
Astro L1-6 FGFR3 PLCG1,145,1.80281
Endo L2-5 NOSTRIN SRGN,12,0.149198
Exc L2 LAMP5 KCNG3,3,0.0372995
Exc L2 LINC00507 ATP7B,14,0.174064
Exc L2 LINC00507 GLRA3,1019,12.6694
Exc L2-3 LINC00507 DSG3,62,0.770857
Exc L2-3 RORB CCDC68,265,3.29479
Exc L2-3 RORB PTPN3,139,1.72821
Exc L2-3 RORB RTKN2,64,0.795723
Exc L3 LAMP5 CARM1P1,483,6.00522
Exc L3 RORB OTOGL,256,3.18289
Exc L3 THEMIS ENPEP,138,1.71578
Exc L3-5 FEZF2 ASGR2,55,0.683824
Exc L3-5 FEZF2 LINC01107,2,0.0248663
Exc L3-5 RORB LAMA4,19,0.236230
Exc L3-5 RORB LINC01202,45,0.559493
Exc L3-5 RORB LNX2,408,5.07273
Exc L3-5 RORB RPRM,94,1.16872
Exc L3-5 RORB TNNT2,35,0.435161
Exc L5 FEZF2 CSN1S1,26,0.323262
Exc L5 FEZF2 NREP-AS1,24,0.298396
Exc L5 FEZF2 PKD2L1,52,0.646525
Exc L5 FEZF2 RNF144A-AS1,22,0.273530
Exc L5 RORB MED8,26,0.323262
Exc L5 THEMIS FGF10,12,0.149198
Exc L5 THEMIS LINC01116,17,0.211364
Exc L5 THEMIS RGPD6,21,0.261097
Exc L5 THEMIS SLC22A18,162,2.01417
Exc L5 THEMIS VILL,70,0.870322
Exc L5-6 FEZF2 C9orf135-AS1,248,3.08343
Exc L5-6 FEZF2 CFTR,12,0.149198
Exc L5-6 FEZF2 FILIP1L,38,0.472461
Exc L5-6 FEZF2 IFNG-AS1,99,1.23088
Exc L5-6 FEZF2 LPO,7,0.0870322
Exc L5-6 FEZF2 OR1L8,27,0.335696
Exc L5-6 FEZF2 SH2D1B,4,0.0497327
Exc L5-6 THEMIS SMYD1,175,2.17581
Exc L5-6 THEMIS TNFAIP6,223,2.77260
Exc L6 FEZF2 FFAR4,6,0.0745990
Exc L6 FEZF2 KLK7,170,2.11364
Exc L6 FEZF2 POGK,19,0.236230
Exc L6 FEZF2 PROKR2,12,0.149198
Exc L6 THEMIS LINC00343,225,2.79746
Exc L6 THEMIS SLN,45,0.559493
Exc L6 THEMIS SNTG2,183,2.27527
Inh L1 LAMP5 BMP2,37,0.460027
Inh L1 LAMP5 NMBR,26,0.323262
Inh L1 LAMP5 PVRL2,1,0.0124332
Inh L1 LAMP5 RAB11FIP1,10,0.124332
Inh L1 PAX6 CHRFAM7A,18,0.223797
Inh L1 PAX6 MIR101-1,13,0.161631
Inh L1 PVALB SST ASIC4,22,0.273530
Inh L1 SST DEFB108B,37,0.460027
Inh L1 SST P4HA3,1,0.0124332
Inh L1 VIP KLHDC8B,4,0.0497327
Inh L1-2 PVALB CDK20,3,0.0372995
Inh L1-2 SST CCNJL,24,0.298396
Inh L1-2 SST CLIC6,4,0.0497327
Inh L1-2 SST PRRT4,43,0.534626
Inh L1-2 VIP EXPH5,44,0.547060
Inh L1-2 VIP SCML4,12,0.149198
Inh L1-2 VIP WNT4,3,0.0372995
Inh L1-3 SST FAM20A,121,1.50441
Inh L1-3 VIP CBLN1,42,0.522193
Inh L1-3 VIP CHRNA2,19,0.236230
Inh L1-3 VIP FNDC1,21,0.261097
Inh L1-3 VIP HSPB6,11,0.136765
Inh L1-5 VIP CD27-AS1,5,0.0621659
Inh L1-5 VIP LINC01013,14,0.174064
Inh L1-5 VIP PHLDB3,6,0.0745990
Inh L1-5 VIP SMOC1,46,0.571926
Inh L1-6 LAMP5 AARD,163,2.02661
Inh L1-6 LAMP5 CA1,62,0.770857
Inh L1-6 LAMP5 NES,25,0.310829
Inh L1-6 PVALB COL15A1,16,0.198931
Inh L1-6 SST NPY,6,0.0745990
Inh L2 PAX6 FREM2,13,0.161631
Inh L2 PVALB FRZB,4,0.0497327
Inh L2 VIP SLC6A16,29,0.360562
Inh L2-3 SST NMU,38,0.472461
Inh L2-5 PVALB HHIPL1,23,0.285963
Inh L2-5 PVALB RPH3AL,293,3.64292
Inh L2-5 VIP BSPRY,11,0.136765
