cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,153,2.10628
Astro L1-6 FGFR3 PLCG1,193,2.65694
Endo L2-5 NOSTRIN SRGN,11,0.151432
Exc L2 LINC00507 GLRA3,1166,16.0518
Exc L5 FEZF2 PKD2L1,4313,59.3750
Exc L5 THEMIS LINC01116,93,1.28029
Exc L5-6 FEZF2 C9orf135-AS1,345,4.74945
Exc L5-6 FEZF2 LPO,3,0.0412996
Inh L1 LAMP5 BMP2,2,0.0275330
Inh L1 LAMP5 NMBR,1,0.0137665
Inh L1 LAMP5 PVRL2,2,0.0275330
Inh L1 PAX6 MIR101-1,3,0.0412996
Inh L1 PVALB SST ASIC4,1,0.0137665
Inh L1 VIP KLHDC8B,1,0.0137665
Inh L1-2 SST CLIC6,92,1.26652
Inh L1-2 VIP WNT4,19,0.261564
Inh L1-3 VIP CBLN1,1,0.0137665
Inh L1-3 VIP HSPB6,21,0.289097
Inh L1-5 VIP SMOC1,16,0.220264
Inh L1-6 LAMP5 CA1,9,0.123899
Inh L1-6 LAMP5 NES,7,0.0963656
Inh L1-6 PVALB COL15A1,1,0.0137665
Inh L1-6 SST NPY,206,2.83590
Inh L2-3 SST NMU,5,0.0688326
Inh L3 PVALB SAMD13,1,0.0137665
Inh L3-5 VIP TAC3,11,0.151432
Inh L5-6 PVALB FAM150B,11,0.151432
Inh L5-6 PVALB GAPDHP60,1,0.0137665
Inh L5-6 PVALB MEPE,153,2.10628
Micro L1-6 TYROBP CD74,55,0.757159
Oligo L2-6 OPALIN FTH1P3,98,1.34912
Oligo L3-6 OPALIN LRP4-AS1,139,1.91355
OPC L1-6 PDGFRA COL20A1,109,1.50055
VLMC L1-5 PDGFRA COLEC12,22,0.302863
