cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,22,0.564827
Astro L1-6 FGFR3 PLCG1,155,3.97946
Endo L2-5 NOSTRIN SRGN,6,0.154044
Exc L2 LINC00507 ATP7B,1,0.0256739
Exc L2 LINC00507 GLRA3,1104,28.3440
Exc L2-3 RORB CCDC68,12,0.308087
Exc L2-3 RORB PTPN3,17,0.436457
Exc L3 RORB OTOGL,30,0.770218
Exc L3 THEMIS ENPEP,7,0.179718
Exc L3-5 RORB LINC01202,350,8.98588
Exc L3-5 RORB LNX2,109,2.79846
Exc L3-5 RORB RPRM,51,1.30937
Exc L5 FEZF2 CSN1S1,5,0.128370
Exc L5 FEZF2 NREP-AS1,6,0.154044
Exc L5 RORB MED8,35,0.898588
Exc L5 THEMIS FGF10,1,0.0256739
Exc L5 THEMIS SLC22A18,17,0.436457
Exc L5-6 FEZF2 C9orf135-AS1,44,1.12965
Exc L5-6 FEZF2 IFNG-AS1,27,0.693196
Exc L5-6 THEMIS SMYD1,25,0.641849
Exc L5-6 THEMIS TNFAIP6,6,0.154044
Exc L6 FEZF2 KLK7,3,0.0770218
Exc L6 THEMIS LINC00343,6,0.154044
Exc L6 THEMIS SLN,17,0.436457
Inh L1 LAMP5 BMP2,14,0.359435
Inh L1 LAMP5 NMBR,34,0.872914
Inh L1 LAMP5 PVRL2,16,0.410783
Inh L1 PAX6 CHRFAM7A,32,0.821566
Inh L1 PAX6 MIR101-1,24,0.616175
Inh L1 PVALB SST ASIC4,30,0.770218
Inh L1 SST DEFB108B,50,1.28370
Inh L1 SST P4HA3,4,0.102696
Inh L1 VIP KLHDC8B,6,0.154044
Inh L1-2 PVALB CDK20,25,0.641849
Inh L1-2 SST CCNJL,62,1.59178
Inh L1-2 SST CLIC6,3,0.0770218
Inh L1-2 SST PRRT4,39,1.00128
Inh L1-2 VIP EXPH5,62,1.59178
Inh L1-2 VIP PTGER3,6,0.154044
Inh L1-2 VIP SCML4,22,0.564827
Inh L1-3 SST FAM20A,116,2.97818
Inh L1-3 VIP CBLN1,35,0.898588
Inh L1-3 VIP CHRNA2,21,0.539153
Inh L1-3 VIP FNDC1,3,0.0770218
Inh L1-3 VIP HSPB6,121,3.10655
Inh L1-5 VIP CD27-AS1,8,0.205392
Inh L1-5 VIP LINC01013,24,0.616175
Inh L1-5 VIP SMOC1,67,1.72015
Inh L1-6 LAMP5 AARD,66,1.69448
Inh L1-6 LAMP5 CA1,22,0.564827
Inh L1-6 LAMP5 NES,27,0.693196
Inh L1-6 PVALB COL15A1,50,1.28370
Inh L2 PVALB FRZB,5,0.128370
Inh L2 VIP SLC6A16,33,0.847240
Inh L2-3 SST NMU,10,0.256739
Inh L2-5 PVALB RPH3AL,184,4.72401
Inh L2-5 VIP SOX11,3,0.0770218
Inh L3 PVALB SAMD13,9,0.231065
Inh L3-5 SST GGTLC3,65,1.66881
Inh L3-5 VIP HS3ST3A1,6,0.154044
Inh L3-5 VIP IGDCC3,34,0.872914
Inh L3-5 VIP TAC3,17,0.436457
Inh L3-6 PAX6 LINC01497,1,0.0256739
Inh L3-6 VIP ZIM2-AS1,6,0.154044
Inh L5 PVALB LRIG3,6,0.154044
Inh L5 SST RPL35AP11,31,0.795892
Inh L5-6 LAMP5 CRABP1,41,1.05263
Inh L5-6 PVALB GAPDHP60,7,0.179718
Inh L5-6 PVALB KCNIP2,1,0.0256739
Inh L5-6 PVALB MEPE,21,0.539153
Inh L5-6 PVALB SST CRHR2,7,0.179718
Inh L5-6 PVALB ZFPM2-AS1,3,0.0770218
Inh L5-6 SST KLHL1,7,0.179718
Inh L5-6 SST PAWR,4,0.102696
Inh L5-6 VIP COL4A3,6,0.154044
Micro L1-6 TYROBP CD74,77,1.97689
Oligo L2-6 OPALIN FTH1P3,173,4.44159
Oligo L3-6 OPALIN ENPP6,4,0.102696
OPC L1-6 PDGFRA COL20A1,87,2.23363
VLMC L1-5 PDGFRA COLEC12,2,0.0513479
