cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,103,1.42482
Astro L1-6 FGFR3 PLCG1,699,9.66939
Endo L2-5 NOSTRIN SRGN,17,0.235164
Exc L2 LAMP5 KCNG3,43,0.594826
Exc L2 LINC00507 GLRA3,2212,30.5990
Exc L2-3 RORB CCDC68,3,0.0414995
Exc L2-3 RORB PTPN3,17,0.235164
Exc L2-3 RORB RTKN2,2,0.0276663
Exc L3 RORB OTOGL,50,0.691659
Exc L3-5 FEZF2 ASGR2,81,1.12049
Exc L3-5 RORB LNX2,67,0.926823
Exc L3-5 RORB RPRM,23,0.318163
Exc L5 FEZF2 CSN1S1,33,0.456495
Exc L5 FEZF2 NREP-AS1,34,0.470328
Exc L5 FEZF2 RNF144A-AS1,6,0.0829990
Exc L5 RORB MED8,40,0.553327
Exc L5 THEMIS SLC22A18,99,1.36948
Exc L5-6 FEZF2 C9orf135-AS1,111,1.53548
Exc L5-6 FEZF2 IFNG-AS1,21,0.290497
Exc L5-6 FEZF2 LPO,22,0.304330
Exc L5-6 FEZF2 OR1L8,18,0.248997
Exc L5-6 THEMIS SMYD1,12,0.165998
Exc L6 FEZF2 FFAR4,11,0.152165
Exc L6 FEZF2 KLK7,14,0.193664
Exc L6 FEZF2 PROKR2,1,0.0138332
Exc L6 THEMIS LINC00343,1,0.0138332
Exc L6 THEMIS SLN,231,3.19546
Exc L6 THEMIS SNTG2,222,3.07096
Inh L1 LAMP5 BMP2,27,0.373496
Inh L1 LAMP5 NMBR,24,0.331996
Inh L1 LAMP5 PVRL2,20,0.276663
Inh L1 LAMP5 RAB11FIP1,14,0.193664
Inh L1 PAX6 CHRFAM7A,179,2.47614
Inh L1 PAX6 MIR101-1,44,0.608660
Inh L1 PVALB SST ASIC4,4,0.0553327
Inh L1 SST DEFB108B,37,0.511827
Inh L1 SST P4HA3,27,0.373496
Inh L1 VIP KLHDC8B,7,0.0968322
Inh L1-2 PVALB CDK20,25,0.345829
Inh L1-2 SST CCNJL,55,0.760824
Inh L1-2 SST CLIC6,35,0.484161
Inh L1-2 SST PRRT4,8,0.110665
Inh L1-2 VIP EXPH5,24,0.331996
Inh L1-2 VIP HTR3A,4,0.0553327
Inh L1-2 VIP PTGER3,2,0.0276663
Inh L1-2 VIP SCML4,19,0.262830
Inh L1-2 VIP WNT4,8,0.110665
Inh L1-3 SST FAM20A,184,2.54530
Inh L1-3 VIP CBLN1,3,0.0414995
Inh L1-3 VIP CHRNA2,25,0.345829
Inh L1-3 VIP FNDC1,9,0.124499
Inh L1-3 VIP HSPB6,81,1.12049
Inh L1-5 VIP CD27-AS1,8,0.110665
Inh L1-5 VIP LINC01013,20,0.276663
Inh L1-5 VIP PHLDB3,6,0.0829990
Inh L1-5 VIP SMOC1,150,2.07498
Inh L1-6 LAMP5 AARD,18,0.248997
Inh L1-6 LAMP5 CA1,97,1.34182
Inh L1-6 LAMP5 NES,45,0.622493
Inh L1-6 PVALB COL15A1,34,0.470328
Inh L1-6 SST NPY,210,2.90497
Inh L1-6 VIP SLC7A6OS,23,0.318163
Inh L2 PAX6 FREM2,17,0.235164
Inh L2 PVALB FRZB,35,0.484161
Inh L2 VIP SLC6A16,8,0.110665
Inh L2-3 SST NMU,5,0.0691659
Inh L2-5 PVALB RPH3AL,220,3.04330
Inh L2-5 VIP BSPRY,6,0.0829990
Inh L2-5 VIP SOX11,9,0.124499
Inh L3 PVALB SAMD13,1,0.0138332
Inh L3-5 SST GGTLC3,37,0.511827
Inh L3-5 VIP HS3ST3A1,6,0.0829990
Inh L3-5 VIP IGDCC3,65,0.899156
Inh L3-5 VIP TAC3,16,0.221331
Inh L3-6 VIP ZIM2-AS1,2,0.0276663
Inh L5 PVALB LRIG3,2,0.0276663
Inh L5 SST RPL35AP11,42,0.580993
Inh L5-6 LAMP5 CRABP1,23,0.318163
Inh L5-6 PVALB FAM150B,5,0.0691659
Inh L5-6 PVALB GAPDHP60,29,0.401162
Inh L5-6 PVALB KCNIP2,5,0.0691659
Inh L5-6 PVALB MEPE,8,0.110665
Inh L5-6 PVALB SST CRHR2,7,0.0968322
Inh L5-6 PVALB ZFPM2-AS1,8,0.110665
Inh L5-6 SST C4orf26,18,0.248997
Inh L5-6 VIP COL4A3,8,0.110665
Inh L6 SST TH,1,0.0138332
Micro L1-6 TYROBP CD74,164,2.26864
Oligo L2-6 OPALIN FTH1P3,357,4.93844
Oligo L2-6 OPALIN MAP6D1,1,0.0138332
Oligo L3-6 OPALIN ENPP6,16,0.221331
Oligo L3-6 OPALIN LRP4-AS1,23,0.318163
OPC L1-6 PDGFRA COL20A1,368,5.09061
VLMC L1-5 PDGFRA COLEC12,48,0.663992
