cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,3,0.0435540
Astro L1-6 FGFR3 AQP1,29,0.421022
Astro L1-6 FGFR3 PLCG1,81,1.17596
Endo L2-5 NOSTRIN SRGN,13,0.188734
Exc L2 LAMP5 KCNG3,450,6.53310
Exc L2 LINC00507 GLRA3,1400,20.3252
Exc L3 LAMP5 CARM1P1,1,0.0145180
Exc L3-5 FEZF2 ASGR2,592,8.59466
Exc L5 FEZF2 CSN1S1,2096,30.4297
Exc L5 FEZF2 PKD2L1,362,5.25552
Exc L5 THEMIS SLC22A18,3,0.0435540
Exc L5-6 FEZF2 C9orf135-AS1,95,1.37921
Exc L5-6 FEZF2 LPO,137,1.98897
Exc L5-6 FEZF2 OR1L8,28,0.406504
Exc L5-6 THEMIS SMYD1,2,0.0290360
Exc L6 FEZF2 KLK7,3,0.0435540
Exc L6 FEZF2 POGK,24,0.348432
Exc L6 FEZF2 PROKR2,43,0.624274
Exc L6 THEMIS LINC00343,29,0.421022
Exc L6 THEMIS SLN,37,0.537166
Exc L6 THEMIS SNTG2,23,0.333914
Inh L1 LAMP5 BMP2,22,0.319396
Inh L1 LAMP5 NMBR,7,0.101626
Inh L1 LAMP5 PVRL2,19,0.275842
Inh L1 LAMP5 RAB11FIP1,2,0.0290360
Inh L1 PAX6 CHRFAM7A,8,0.116144
Inh L1 PAX6 MIR101-1,36,0.522648
Inh L1 PVALB SST ASIC4,16,0.232288
Inh L1 SST DEFB108B,25,0.362950
Inh L1 SST P4HA3,8,0.116144
Inh L1 VIP KLHDC8B,3,0.0435540
Inh L1-2 PVALB CDK20,13,0.188734
Inh L1-2 SST CCNJL,7,0.101626
Inh L1-2 SST CLIC6,5,0.0725900
Inh L1-2 VIP EXPH5,16,0.232288
Inh L1-2 VIP HTR3A,6,0.0871080
Inh L1-2 VIP PTGER3,16,0.232288
Inh L1-2 VIP SCML4,1,0.0145180
Inh L1-2 VIP WNT4,8,0.116144
Inh L1-3 SST FAM20A,52,0.754936
Inh L1-3 VIP CBLN1,9,0.130662
Inh L1-3 VIP CHRNA2,8,0.116144
Inh L1-3 VIP FNDC1,8,0.116144
Inh L1-3 VIP HSPB6,48,0.696864
Inh L1-5 VIP LINC01013,2,0.0290360
Inh L1-5 VIP SMOC1,17,0.246806
Inh L1-6 LAMP5 CA1,37,0.537166
Inh L1-6 LAMP5 NES,17,0.246806
Inh L1-6 PVALB COL15A1,10,0.145180
Inh L1-6 SST NPY,7,0.101626
Inh L1-6 VIP SLC7A6OS,8,0.116144
Inh L2 PAX6 FREM2,4,0.0580720
Inh L2 VIP SLC6A16,17,0.246806
Inh L2-5 PVALB RPH3AL,56,0.813008
Inh L2-5 VIP BSPRY,3,0.0435540
Inh L2-5 VIP SOX11,10,0.145180
Inh L3-5 SST CDH3,4,0.0580720
Inh L3-5 SST GGTLC3,21,0.304878
Inh L3-5 VIP HS3ST3A1,21,0.304878
Inh L3-5 VIP IGDCC3,16,0.232288
Inh L3-5 VIP TAC3,5,0.0725900
Inh L3-6 PAX6 LINC01497,2,0.0290360
Inh L3-6 VIP ZIM2-AS1,7,0.101626
Inh L5 PVALB LRIG3,22,0.319396
Inh L5 SST RPL35AP11,1,0.0145180
Inh L5-6 LAMP5 CRABP1,22,0.319396
Inh L5-6 PVALB MEPE,17,0.246806
Inh L5-6 PVALB SST CRHR2,8,0.116144
Inh L5-6 SST C4orf26,9,0.130662
Inh L5-6 SST PAWR,3,0.0435540
Inh L5-6 VIP COL4A3,2,0.0290360
Micro L1-6 TYROBP CD74,344,4.99419
Oligo L2-6 OPALIN FTH1P3,260,3.77468
Oligo L3-6 OPALIN ENPP6,1,0.0145180
Oligo L3-6 OPALIN LRP4-AS1,62,0.900116
OPC L1-6 PDGFRA COL20A1,67,0.972706
VLMC L1-5 PDGFRA COLEC12,12,0.174216
