cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,2,0.0338409
Astro L1-6 FGFR3 AQP1,80,1.35364
Astro L1-6 FGFR3 PLCG1,406,6.86971
Endo L2-5 NOSTRIN SRGN,17,0.287648
Exc L2 LINC00507 ATP7B,16,0.270728
Exc L2 LINC00507 GLRA3,1764,29.8477
Exc L2-3 RORB CCDC68,16,0.270728
Exc L2-3 RORB PTPN3,16,0.270728
Exc L3 RORB OTOGL,16,0.270728
Exc L3-5 FEZF2 ASGR2,8,0.135364
Exc L3-5 RORB LINC01202,1,0.0169205
Exc L3-5 RORB LNX2,5,0.0846024
Exc L3-5 RORB TNNT2,21,0.355330
Exc L5 FEZF2 CSN1S1,10,0.169205
Exc L5 FEZF2 NREP-AS1,16,0.270728
Exc L5 RORB MED8,33,0.558376
Exc L5 THEMIS SLC22A18,33,0.558376
Exc L5 THEMIS VILL,4,0.0676819
Exc L5-6 FEZF2 C9orf135-AS1,108,1.82741
Exc L5-6 FEZF2 LPO,103,1.74281
Exc L5-6 FEZF2 OR1L8,53,0.896785
Exc L5-6 THEMIS SMYD1,315,5.32995
Exc L5-6 THEMIS TNFAIP6,15,0.253807
Exc L6 FEZF2 FFAR4,8,0.135364
Exc L6 FEZF2 PROKR2,16,0.270728
Exc L6 THEMIS LINC00343,22,0.372250
Exc L6 THEMIS SLN,388,6.56514
Exc L6 THEMIS SNTG2,143,2.41963
Inh L1 LAMP5 BMP2,22,0.372250
Inh L1 LAMP5 NMBR,16,0.270728
Inh L1 LAMP5 PVRL2,13,0.219966
Inh L1 LAMP5 RAB11FIP1,10,0.169205
Inh L1 PAX6 CHRFAM7A,59,0.998308
Inh L1 PAX6 MIR101-1,29,0.490694
Inh L1 PVALB SST ASIC4,9,0.152284
Inh L1 SST DEFB108B,28,0.473773
Inh L1 SST P4HA3,7,0.118443
Inh L1 VIP KLHDC8B,4,0.0676819
Inh L1-2 PVALB CDK20,16,0.270728
Inh L1-2 SST CCNJL,50,0.846024
Inh L1-2 SST CLIC6,13,0.219966
Inh L1-2 VIP EXPH5,7,0.118443
Inh L1-2 VIP PTGER3,2,0.0338409
Inh L1-2 VIP SCML4,4,0.0676819
Inh L1-2 VIP WNT4,14,0.236887
Inh L1-3 SST FAM20A,118,1.99662
Inh L1-3 VIP CBLN1,5,0.0846024
Inh L1-3 VIP CHRNA2,11,0.186125
Inh L1-3 VIP FNDC1,1,0.0169205
Inh L1-3 VIP HSPB6,54,0.913706
Inh L1-5 VIP CD27-AS1,28,0.473773
Inh L1-5 VIP LINC01013,8,0.135364
Inh L1-5 VIP PHLDB3,4,0.0676819
Inh L1-5 VIP SMOC1,50,0.846024
Inh L1-6 LAMP5 AARD,8,0.135364
Inh L1-6 LAMP5 CA1,83,1.40440
Inh L1-6 LAMP5 NES,46,0.778342
Inh L1-6 PVALB COL15A1,49,0.829103
Inh L1-6 SST NPY,35,0.592217
Inh L1-6 VIP SLC7A6OS,27,0.456853
Inh L2 PAX6 FREM2,10,0.169205
Inh L2 PVALB FRZB,16,0.270728
Inh L2 VIP SLC6A16,16,0.270728
Inh L2-3 SST NMU,3,0.0507614
Inh L2-5 PVALB RPH3AL,66,1.11675
Inh L2-5 VIP BSPRY,5,0.0846024
Inh L2-5 VIP SOX11,9,0.152284
Inh L3 PVALB SAMD13,2,0.0338409
Inh L3-5 SST GGTLC3,27,0.456853
Inh L3-5 VIP IGDCC3,10,0.169205
Inh L3-5 VIP TAC3,11,0.186125
Inh L3-6 PAX6 LINC01497,182,3.07953
Inh L3-6 VIP ZIM2-AS1,7,0.118443
Inh L5 PVALB LRIG3,8,0.135364
Inh L5-6 LAMP5 CRABP1,18,0.304569
Inh L5-6 PVALB FAM150B,7,0.118443
Inh L5-6 PVALB GAPDHP60,16,0.270728
Inh L5-6 PVALB MEPE,5,0.0846024
Inh L5-6 PVALB SST CRHR2,1,0.0169205
Inh L5-6 PVALB ZFPM2-AS1,14,0.236887
Inh L5-6 SST BEAN1,1,0.0169205
Inh L5-6 SST C4orf26,2,0.0338409
Inh L5-6 SST DNAJC14,5,0.0846024
Inh L5-6 SST ISX,7,0.118443
Inh L5-6 SST KLHL1,1,0.0169205
Inh L5-6 SST PAWR,8,0.135364
Inh L5-6 SST PIK3CD,4,0.0676819
Inh L5-6 VIP COL4A3,3,0.0507614
Inh L6 SST TH,7,0.118443
Micro L1-6 TYROBP CD74,116,1.96277
Oligo L2-6 OPALIN FTH1P3,435,7.36041
Oligo L2-6 OPALIN MAP6D1,5,0.0846024
Oligo L3-6 OPALIN ENPP6,49,0.829103
Oligo L3-6 OPALIN LRP4-AS1,28,0.473773
OPC L1-6 PDGFRA COL20A1,268,4.53469
VLMC L1-5 PDGFRA COLEC12,73,1.23519
