cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,5,0.0662603
Astro L1-6 FGFR3 PLCG1,124,1.64325
Endo L2-5 NOSTRIN SRGN,49,0.649351
Exc L2 LINC00507 GLRA3,4,0.0530082
Exc L2-3 RORB CCDC68,99,1.31195
Exc L2-3 RORB PTPN3,7,0.0927644
Exc L2-3 RORB RTKN2,1,0.0132521
Exc L3 RORB OTOGL,1,0.0132521
Exc L3-5 FEZF2 ASGR2,2,0.0265041
Exc L3-5 RORB LNX2,167,2.21309
Exc L5-6 THEMIS SMYD1,3,0.0397562
Exc L6 FEZF2 KLK7,1,0.0132521
Inh L1 LAMP5 PVRL2,6,0.0795123
Inh L1 LAMP5 RAB11FIP1,2,0.0265041
Inh L1 PAX6 CHRFAM7A,6,0.0795123
Inh L1 PAX6 MIR101-1,1,0.0132521
Inh L1-2 VIP EXPH5,2479,32.8518
Inh L1-3 VIP CBLN1,3,0.0397562
Inh L1-3 VIP CHRNA2,1,0.0132521
Inh L1-3 VIP FNDC1,2,0.0265041
Inh L1-5 VIP LINC01013,1,0.0132521
Inh L1-6 LAMP5 AARD,24,0.318049
Inh L1-6 LAMP5 CA1,2,0.0265041
Inh L1-6 LAMP5 NES,18,0.238537
Inh L1-6 PVALB COL15A1,1967,26.0668
Inh L1-6 SST NPY,957,12.6822
Inh L2-5 PVALB RPH3AL,11,0.145773
Inh L2-5 VIP SOX11,1,0.0132521
Inh L3-5 SST GGTLC3,2,0.0265041
Inh L3-5 VIP IGDCC3,8,0.106016
Inh L3-6 PAX6 LINC01497,5,0.0662603
Inh L3-6 VIP ZIM2-AS1,1,0.0132521
Inh L5-6 LAMP5 CRABP1,13,0.172277
Inh L5-6 PVALB FAM150B,9,0.119268
Micro L1-6 TYROBP CD74,215,2.84919
Oligo L2-6 OPALIN FTH1P3,576,7.63318
Oligo L3-6 OPALIN ENPP6,200,2.65041
Oligo L3-6 OPALIN LRP4-AS1,21,0.278293
OPC L1-6 PDGFRA COL20A1,460,6.09594
VLMC L1-5 PDGFRA COLEC12,92,1.21919
