cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,51,0.786794
Astro L1-6 FGFR3 PLCG1,561,8.65474
Endo L2-5 NOSTRIN SRGN,7,0.107991
Exc L2 LINC00507 GLRA3,717,11.0614
Exc L5-6 FEZF2 LPO,3807,58.7319
Inh L1 PAX6 CHRFAM7A,71,1.09534
Inh L1-2 VIP WNT4,6,0.0925640
Inh L1-3 VIP HSPB6,100,1.54273
Inh L1-5 VIP SMOC1,191,2.94662
Inh L1-6 VIP SLC7A6OS,1,0.0154273
Inh L3 PVALB SAMD13,103,1.58902
Inh L3-5 PVALB ISG20,1,0.0154273
Micro L1-6 TYROBP CD74,139,2.14440
Oligo L2-6 OPALIN FTH1P3,142,2.19068
Oligo L3-6 OPALIN ENPP6,184,2.83863
Oligo L3-6 OPALIN LRP4-AS1,17,0.262265
OPC L1-6 PDGFRA COL20A1,336,5.18359
VLMC L1-5 PDGFRA COLEC12,48,0.740512
