cell_type,count,percentage
Astro L1-6 FGFR3 AQP1,27,0.429526
Astro L1-6 FGFR3 PLCG1,247,3.92937
Endo L2-5 NOSTRIN SRGN,18,0.286351
Exc L2 LINC00507 GLRA3,127,2.02036
Exc L2-3 RORB CCDC68,120,1.90900
Exc L2-3 RORB PTPN3,1,0.0159084
Exc L2-3 RORB RTKN2,2,0.0318167
Exc L3-5 RORB LNX2,81,1.28858
Exc L5 FEZF2 PKD2L1,1,0.0159084
Exc L5 FEZF2 RNF144A-AS1,28,0.445434
Exc L5 RORB MED8,1,0.0159084
Exc L5-6 FEZF2 C9orf135-AS1,139,2.21126
Inh L1 LAMP5 BMP2,1,0.0159084
Inh L1 LAMP5 NMBR,1,0.0159084
Inh L1 LAMP5 PVRL2,1,0.0159084
Inh L1 PAX6 MIR101-1,5,0.0795418
Inh L1-2 SST CCNJL,1,0.0159084
Inh L1-2 VIP EXPH5,2100,33.4076
Inh L1-2 VIP HTR3A,12,0.190900
Inh L1-2 VIP WNT4,2,0.0318167
Inh L1-3 SST FAM20A,42,0.668151
Inh L1-3 VIP CBLN1,1,0.0159084
Inh L1-3 VIP FNDC1,80,1.27267
Inh L1-3 VIP HSPB6,3,0.0477251
Inh L1-5 VIP SMOC1,1,0.0159084
Inh L1-6 LAMP5 AARD,4,0.0636335
Inh L1-6 LAMP5 NES,42,0.668151
Inh L1-6 PVALB COL15A1,487,7.74738
Inh L1-6 SST NPY,290,4.61343
Inh L1-6 VIP SLC7A6OS,12,0.190900
Inh L2-3 SST NMU,1,0.0159084
Inh L2-5 PVALB RPH3AL,3,0.0477251
Inh L2-5 VIP SOX11,206,3.27712
Inh L3-5 SST GGTLC3,4,0.0636335
Inh L3-6 PAX6 LINC01497,70,1.11359
Inh L3-6 VIP ZIM2-AS1,37,0.588610
Inh L5 PVALB LRIG3,2,0.0318167
Inh L5 SST RPL35AP11,22,0.349984
Inh L5-6 PVALB FAM150B,2,0.0318167
Inh L5-6 SST C4orf26,21,0.334076
Inh L5-6 SST ISX,109,1.73401
Micro L1-6 TYROBP CD74,269,4.27935
Oligo L2-6 OPALIN FTH1P3,1111,17.6742
Oligo L3-6 OPALIN ENPP6,163,2.59306
Oligo L3-6 OPALIN LRP4-AS1,146,2.32262
OPC L1-6 PDGFRA COL20A1,171,2.72033
VLMC L1-5 PDGFRA COLEC12,72,1.14540
