cell_type,count,percentage
Astro L1 FGFR3 SERPINI2,15,0.292854
Astro L1-6 FGFR3 AQP1,15,0.292854
Astro L1-6 FGFR3 PLCG1,291,5.68137
Endo L2-5 NOSTRIN SRGN,1,0.0195236
Exc L2 LAMP5 KCNG3,2,0.0390472
Exc L2 LINC00507 GLRA3,1374,26.8255
Exc L2-3 RORB CCDC68,57,1.11285
Exc L2-3 RORB PTPN3,123,2.40141
Exc L2-3 RORB RTKN2,28,0.546661
Exc L3 LAMP5 CARM1P1,3,0.0585709
Exc L3 RORB OTOGL,89,1.73760
Exc L3 THEMIS ENPEP,44,0.859039
Exc L3-5 RORB LINC01202,141,2.75283
Exc L3-5 RORB LNX2,214,4.17806
Exc L3-5 RORB RPRM,192,3.74854
Exc L5 FEZF2 CSN1S1,12,0.234283
Exc L5 FEZF2 NREP-AS1,14,0.273331
Exc L5 FEZF2 PKD2L1,10,0.195236
Exc L5 RORB MED8,59,1.15189
Exc L5 THEMIS FGF10,1,0.0195236
Exc L5 THEMIS SLC22A18,55,1.07380
Exc L5-6 FEZF2 C9orf135-AS1,73,1.42522
Exc L5-6 FEZF2 IFNG-AS1,38,0.741898
Exc L5-6 FEZF2 OR1L8,2,0.0390472
Exc L5-6 FEZF2 SH2D1B,2,0.0390472
Exc L5-6 THEMIS SMYD1,39,0.761421
Exc L5-6 THEMIS TNFAIP6,16,0.312378
Exc L6 FEZF2 FFAR4,9,0.175713
Exc L6 FEZF2 KLK7,44,0.859039
Exc L6 FEZF2 PROKR2,4,0.0780945
Exc L6 THEMIS LINC00343,137,2.67474
Exc L6 THEMIS SNTG2,3,0.0585709
Inh L1 LAMP5 BMP2,23,0.449043
Inh L1 LAMP5 NMBR,21,0.409996
Inh L1 LAMP5 PVRL2,14,0.273331
Inh L1 LAMP5 RAB11FIP1,21,0.409996
Inh L1 PAX6 CHRFAM7A,19,0.370949
Inh L1 PAX6 MIR101-1,18,0.351425
Inh L1 PVALB SST ASIC4,46,0.898087
Inh L1 SST DEFB108B,35,0.683327
Inh L1 SST P4HA3,4,0.0780945
Inh L1 VIP KLHDC8B,9,0.175713
Inh L1-2 PVALB CDK20,3,0.0585709
Inh L1-2 SST CCNJL,51,0.995705
Inh L1-2 SST CLIC6,6,0.117142
Inh L1-2 SST PRRT4,34,0.663803
Inh L1-2 VIP EXPH5,36,0.702850
Inh L1-2 VIP HTR3A,2,0.0390472
Inh L1-2 VIP PTGER3,3,0.0585709
Inh L1-2 VIP SCML4,2,0.0390472
Inh L1-3 SST FAM20A,132,2.57712
Inh L1-3 VIP CBLN1,30,0.585709
Inh L1-3 VIP CHRNA2,29,0.566185
Inh L1-3 VIP FNDC1,11,0.214760
Inh L1-3 VIP HSPB6,67,1.30808
Inh L1-5 VIP CD27-AS1,1,0.0195236
Inh L1-5 VIP LINC01013,15,0.292854
Inh L1-5 VIP SMOC1,61,1.19094
Inh L1-6 LAMP5 AARD,55,1.07380
Inh L1-6 LAMP5 CA1,14,0.273331
Inh L1-6 LAMP5 NES,17,0.331902
Inh L1-6 PVALB COL15A1,45,0.878563
Inh L1-6 SST NPY,1,0.0195236
Inh L1-6 VIP SLC7A6OS,3,0.0585709
Inh L2 PAX6 FREM2,4,0.0780945
Inh L2 PVALB FRZB,17,0.331902
Inh L2 VIP SLC6A16,16,0.312378
Inh L2-3 SST NMU,42,0.819992
Inh L2-5 PVALB HHIPL1,19,0.370949
Inh L2-5 PVALB RPH3AL,240,4.68567
Inh L2-5 VIP SOX11,7,0.136665
Inh L3 PVALB SAMD13,25,0.488091
Inh L3-5 SST GGTLC3,104,2.03046
Inh L3-5 VIP IGDCC3,23,0.449043
Inh L3-5 VIP TAC3,11,0.214760
Inh L3-6 PAX6 LINC01497,4,0.0780945
Inh L3-6 VIP UG0898H09,1,0.0195236
Inh L3-6 VIP ZIM2-AS1,1,0.0195236
Inh L5 PVALB LRIG3,7,0.136665
Inh L5 SST RPL35AP11,49,0.956658
Inh L5-6 LAMP5 CRABP1,19,0.370949
Inh L5-6 PVALB GAPDHP60,8,0.156189
Inh L5-6 PVALB MEPE,10,0.195236
Inh L5-6 PVALB SST CRHR2,8,0.156189
Inh L5-6 PVALB ZFPM2-AS1,23,0.449043
Inh L5-6 SST BEAN1,1,0.0195236
Inh L5-6 SST C4orf26,3,0.0585709
Inh L5-6 SST FBN2,4,0.0780945
Inh L5-6 SST KLHL1,2,0.0390472
Inh L5-6 SST PAWR,9,0.175713
Inh L6 SST TH,3,0.0585709
Micro L1-6 TYROBP CD74,87,1.69856
Oligo L2-6 OPALIN FTH1P3,289,5.64233
Oligo L2-6 OPALIN MAP6D1,22,0.429520
Oligo L3-6 OPALIN ENPP6,3,0.0585709
Oligo L3-6 OPALIN LRP4-AS1,8,0.156189
OPC L1-6 PDGFRA COL20A1,104,2.03046
VLMC L1-5 PDGFRA COLEC12,14,0.273331
