,dataset_name,cell_type,cell_type_ontology_id,sex,race,development_stage,count,percentage
0,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,female,European,38-year-old human stage,1,0.03935458480913026
1,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,female,European,38-year-old human stage,60,2.3612750885478158
2,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,female,European,38-year-old human stage,8,0.3148366784730421
3,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,female,European,38-year-old human stage,67,2.6367571822117277
4,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,female,European,38-year-old human stage,199,7.8315623770169225
5,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,female,European,38-year-old human stage,74,2.9122392758756397
6,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,mesenchymal cell,CL:0008019,female,European,38-year-old human stage,5,0.19677292404565133
7,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,female,African American,44-year-old human stage,8,0.3148366784730421
8,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,female,African American,44-year-old human stage,19,0.747737111373475
9,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,female,African American,44-year-old human stage,7,0.27548209366391185
10,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,female,African American,44-year-old human stage,15,0.5903187721369539
11,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,female,African American,44-year-old human stage,122,4.801259346713892
12,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,female,African American,44-year-old human stage,66,2.5974025974025974
13,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,African American,1-month-old human stage,10,0.39354584809130266
14,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,African American,1-month-old human stage,42,1.6528925619834711
15,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,African American,1-month-old human stage,19,0.747737111373475
16,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,African American,1-month-old human stage,48,1.8890200708382525
17,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,African American,1-month-old human stage,37,1.4561196379378198
18,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,male,African American,1-month-old human stage,36,1.4167650531286895
19,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,mesenchymal cell,CL:0008019,male,African American,1-month-old human stage,1,0.03935458480913026
20,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,European,21-year-old human stage,151,5.9425423061786695
21,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,European,21-year-old human stage,1,0.03935458480913026
22,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,European,21-year-old human stage,13,0.5116096025186935
23,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,European,21-year-old human stage,64,2.5186934277843367
24,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,European,21-year-old human stage,131,5.155450609996064
25,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,male,European,21-year-old human stage,77,3.0303030303030303
26,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,Asian,22-year-old human stage,26,1.023219205037387
27,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,Asian,22-year-old human stage,80,3.1483667847304213
28,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,Asian,22-year-old human stage,12,0.47225501770956313
29,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,Asian,22-year-old human stage,10,0.39354584809130266
30,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,Asian,22-year-old human stage,113,4.44706808343172
31,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,male,Asian,22-year-old human stage,4,0.15741833923652104
32,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,mesenchymal cell,CL:0008019,male,Asian,22-year-old human stage,7,0.27548209366391185
33,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,European,5-year-old human stage,4,0.15741833923652104
34,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,European,5-year-old human stage,31,1.2199921290830382
35,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,European,5-year-old human stage,4,0.15741833923652104
36,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,European,5-year-old human stage,96,3.778040141676505
37,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,European,5-year-old human stage,56,2.203856749311295
38,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,male,European,5-year-old human stage,73,2.872884691066509
39,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,mesenchymal cell,CL:0008019,male,European,5-year-old human stage,32,1.2593467138921683
40,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,European,54-year-old human stage,13,0.5116096025186935
41,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,European,54-year-old human stage,29,1.1412829594647778
42,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,European,54-year-old human stage,2,0.07870916961826052
43,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,European,54-year-old human stage,32,1.2593467138921683
44,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,European,54-year-old human stage,150,5.90318772136954
45,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,pancreatic ductal cell,CL:0002079,male,European,54-year-old human stage,8,0.3148366784730421
46,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,mesenchymal cell,CL:0008019,male,European,54-year-old human stage,2,0.07870916961826052
47,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,native cell,CL:0000003,male,unknown,6-year-old human stage,26,1.023219205037387
48,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type B pancreatic cell,CL:0000169,male,unknown,6-year-old human stage,38,1.49547422274695
49,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type D enteroendocrine cell,CL:0000502,male,unknown,6-year-old human stage,1,0.03935458480913026
50,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,acinar cell,CL:0000622,male,unknown,6-year-old human stage,30,1.1806375442739079
51,Single cell transcriptome analysis of human pancreas reveals transcriptional signatures of aging and somatic mutation patterns,type A enteroendocrine cell,CL:0002067,male,unknown,6-year-old human stage,61,2.400629673356946
